Centro trabalho,Descrição,Definição Turno,Descrição turno,Dia semana,Hora início,Hora fim,Tempo utilização (s),Válido desde,Válido até,Nº capacidades
CNMRETBL,CNM-RETIFICADORA BLOCOS,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMRETBL,CNM-RETIFICADORA BLOCOS,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMRETBL,CNM-RETIFICADORA BLOCOS,CC03,T 22:00-06:00,001,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBPL,CNM-EMBALAGEM PLACAS,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBPL,CNM-EMBALAGEM PLACAS,CC03,T 22:00-06:00,005,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBPL,CNM-EMBALAGEM PLACAS,CC03,T 22:00-06:00,002,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBPL,CNM-EMBALAGEM PLACAS,CC03,T 22:00-06:00,001,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBPL,CNM-EMBALAGEM PLACAS,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBPL,CNM-EMBALAGEM PLACAS,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBPL,CNM-EMBALAGEM PLACAS,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBPL,CNM-EMBALAGEM PLACAS,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBPL,CNM-EMBALAGEM PLACAS,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBPL,CNM-EMBALAGEM PLACAS,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBPL,CNM-EMBALAGEM PLACAS,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBPL,CNM-EMBALAGEM PLACAS,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBPL,CNM-EMBALAGEM PLACAS,CC03,T 22:00-06:00,004,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBPL,CNM-EMBALAGEM PLACAS,CC03,T 22:00-06:00,003,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBPL,CNM-EMBALAGEM PLACAS,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMCOLBL,CNM-COLAGEM BLOCOS,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMCOLBL,CNM-COLAGEM BLOCOS,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMCOLBL,CNM-COLAGEM BLOCOS,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMCOLBL,CNM-COLAGEM BLOCOS,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMCOLBL,CNM-COLAGEM BLOCOS,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMAGBL2,CNM-AGLOMERAÇÃO BL2,CC03,T 22:00-06:00,001,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMAGBL2,CNM-AGLOMERAÇÃO BL2,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMAGBL2,CNM-AGLOMERAÇÃO BL2,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMAGBL2,CNM-AGLOMERAÇÃO BL2,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMAGBL2,CNM-AGLOMERAÇÃO BL2,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMAGBL2,CNM-AGLOMERAÇÃO BL2,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMAGBL2,CNM-AGLOMERAÇÃO BL2,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMAGBL2,CNM-AGLOMERAÇÃO BL2,CC03,T 22:00-06:00,003,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMAGBL2,CNM-AGLOMERAÇÃO BL2,CC03,T 22:00-06:00,005,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMAGBL2,CNM-AGLOMERAÇÃO BL2,CC03,T 22:00-06:00,004,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMAGBL2,CNM-AGLOMERAÇÃO BL2,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMAGBL2,CNM-AGLOMERAÇÃO BL2,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMAGBL2,CNM-AGLOMERAÇÃO BL2,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMAGBL2,CNM-AGLOMERAÇÃO BL2,CC03,T 22:00-06:00,002,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMAGBL2,CNM-AGLOMERAÇÃO BL2,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMVSMRL,CNM-LAMINAGEM VSM,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,2
CNMVSMRL,CNM-LAMINAGEM VSM,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,2
CNMVSMRL,CNM-LAMINAGEM VSM,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,2
CNMVSMRL,CNM-LAMINAGEM VSM,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,2
CNMVSMRL,CNM-LAMINAGEM VSM,CC03,T 22:00-06:00,001,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,2
CNMVSMRL,CNM-LAMINAGEM VSM,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,2
CNMVSMRL,CNM-LAMINAGEM VSM,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,2
CNMVSMRL,CNM-LAMINAGEM VSM,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,2
CNMVSMRL,CNM-LAMINAGEM VSM,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,2
CNMVSMRL,CNM-LAMINAGEM VSM,CC03,T 22:00-06:00,002,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,2
CNMVSMRL,CNM-LAMINAGEM VSM,CC03,T 22:00-06:00,004,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,2
CNMVSMRL,CNM-LAMINAGEM VSM,CC03,T 22:00-06:00,003,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,2
CNMVSMRL,CNM-LAMINAGEM VSM,CC03,T 22:00-06:00,005,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,2
CNMVSMRL,CNM-LAMINAGEM VSM,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,2
CNMVSMRL,CNM-LAMINAGEM VSM,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,2
CNMVSMEB,CNM-EMBALAGEM VSM,CC03,T 22:00-06:00,001,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMVSMEB,CNM-EMBALAGEM VSM,CC03,T 22:00-06:00,003,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMVSMEB,CNM-EMBALAGEM VSM,CC03,T 22:00-06:00,002,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMVSMEB,CNM-EMBALAGEM VSM,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMVSMEB,CNM-EMBALAGEM VSM,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMVSMEB,CNM-EMBALAGEM VSM,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMVSMEB,CNM-EMBALAGEM VSM,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMVSMEB,CNM-EMBALAGEM VSM,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMVSMEB,CNM-EMBALAGEM VSM,CC03,T 22:00-06:00,005,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMVSMEB,CNM-EMBALAGEM VSM,CC03,T 22:00-06:00,004,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMVSMEB,CNM-EMBALAGEM VSM,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMVSMEB,CNM-EMBALAGEM VSM,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMVSMEB,CNM-EMBALAGEM VSM,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMVSMEB,CNM-EMBALAGEM VSM,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMVSMEB,CNM-EMBALAGEM VSM,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSLIXPL,CCS-LIXADORA PLACAS,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSLIXPL,CCS-LIXADORA PLACAS,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSLIXPL,CCS-LIXADORA PLACAS,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSLIXPL,CCS-LIXADORA PLACAS,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSLIXPL,CCS-LIXADORA PLACAS,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSLIXPL,CCS-LIXADORA PLACAS,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSLIXPL,CCS-LIXADORA PLACAS,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSLIXPL,CCS-LIXADORA PLACAS,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSLIXPL,CCS-LIXADORA PLACAS,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSLIXPL,CCS-LIXADORA PLACAS,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSPRESG,CCS-PRENSA SERGIANI,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSPRESG,CCS-PRENSA SERGIANI,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSPRESG,CCS-PRENSA SERGIANI,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSPRESG,CCS-PRENSA SERGIANI,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSPRESG,CCS-PRENSA SERGIANI,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSPRESG,CCS-PRENSA SERGIANI,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSPRESG,CCS-PRENSA SERGIANI,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSPRESG,CCS-PRENSA SERGIANI,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSPRESG,CCS-PRENSA SERGIANI,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSPRESG,CCS-PRENSA SERGIANI,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMDIV01,CRM-DIVISORA,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMDIV01,CRM-DIVISORA,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMDIV01,CRM-DIVISORA,CC03,T 22:00-06:00,002,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMDIV01,CRM-DIVISORA,CC03,T 22:00-06:00,001,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMDIV01,CRM-DIVISORA,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMDIV01,CRM-DIVISORA,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMDIV01,CRM-DIVISORA,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMDIV01,CRM-DIVISORA,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMDIV01,CRM-DIVISORA,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMDIV01,CRM-DIVISORA,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMDIV01,CRM-DIVISORA,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMDIV01,CRM-DIVISORA,CC03,T 22:00-06:00,004,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMDIV01,CRM-DIVISORA,CC03,T 22:00-06:00,003,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMDIV01,CRM-DIVISORA,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMDIV01,CRM-DIVISORA,CC03,T 22:00-06:00,005,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CCSCMEAC,CCS-CALANDRA ME,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSCMEAC,CCS-CALANDRA ME,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSCMEAC,CCS-CALANDRA ME,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSCMEAC,CCS-CALANDRA ME,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSCMEAC,CCS-CALANDRA ME,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSCMEAC,CCS-CALANDRA ME,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSCMEAC,CCS-CALANDRA ME,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSCMEAC,CCS-CALANDRA ME,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSCMEAC,CCS-CALANDRA ME,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSCMEAC,CCS-CALANDRA ME,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSHOTAC,CCS-HOTMELT,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSHOTAC,CCS-HOTMELT,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSHOTAC,CCS-HOTMELT,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSHOTAC,CCS-HOTMELT,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSHOTAC,CCS-HOTMELT,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSHOTAC,CCS-HOTMELT,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSHOTAC,CCS-HOTMELT,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSHOTAC,CCS-HOTMELT,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSHOTAC,CCS-HOTMELT,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSHOTAC,CCS-HOTMELT,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSEBAAC,CCS-EMBALAGEM ACABAMENTOS,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSEBAAC,CCS-EMBALAGEM ACABAMENTOS,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSEBAAC,CCS-EMBALAGEM ACABAMENTOS,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSEBAAC,CCS-EMBALAGEM ACABAMENTOS,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSEBAAC,CCS-EMBALAGEM ACABAMENTOS,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSEBAAC,CCS-EMBALAGEM ACABAMENTOS,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSEBAAC,CCS-EMBALAGEM ACABAMENTOS,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSEBAAC,CCS-EMBALAGEM ACABAMENTOS,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSEBAAC,CCS-EMBALAGEM ACABAMENTOS,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSEBAAC,CCS-EMBALAGEM ACABAMENTOS,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSCNCMQ,CCS-CNC,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSCNCMQ,CCS-CNC,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSCNCMQ,CCS-CNC,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSCNCMQ,CCS-CNC,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSCNCMQ,CCS-CNC,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSCNCMQ,CCS-CNC,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSCNCMQ,CCS-CNC,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSCNCMQ,CCS-CNC,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSCNCMQ,CCS-CNC,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSCNCMQ,CCS-CNC,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSLXRAC,CCS-LIXADORA TECIDOS,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSLXRAC,CCS-LIXADORA TECIDOS,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSLXRAC,CCS-LIXADORA TECIDOS,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSLXRAC,CCS-LIXADORA TECIDOS,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSLXRAC,CCS-LIXADORA TECIDOS,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSLXRAC,CCS-LIXADORA TECIDOS,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSLXRAC,CCS-LIXADORA TECIDOS,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSLXRAC,CCS-LIXADORA TECIDOS,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSLXRAC,CCS-LIXADORA TECIDOS,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSLXRAC,CCS-LIXADORA TECIDOS,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSPINAC,CCS-PINTURA/LATEX,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSPINAC,CCS-PINTURA/LATEX,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSPINAC,CCS-PINTURA/LATEX,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSPINAC,CCS-PINTURA/LATEX,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSPINAC,CCS-PINTURA/LATEX,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSPINAC,CCS-PINTURA/LATEX,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSPINAC,CCS-PINTURA/LATEX,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSPINAC,CCS-PINTURA/LATEX,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSPINAC,CCS-PINTURA/LATEX,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSPINAC,CCS-PINTURA/LATEX,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMA,CNM-REBOBINADOR MR AUTO,CC03,T 22:00-06:00,001,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMA,CNM-REBOBINADOR MR AUTO,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMA,CNM-REBOBINADOR MR AUTO,CC03,T 22:00-06:00,002,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMA,CNM-REBOBINADOR MR AUTO,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMA,CNM-REBOBINADOR MR AUTO,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMA,CNM-REBOBINADOR MR AUTO,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMA,CNM-REBOBINADOR MR AUTO,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMA,CNM-REBOBINADOR MR AUTO,CC03,T 22:00-06:00,003,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMA,CNM-REBOBINADOR MR AUTO,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMA,CNM-REBOBINADOR MR AUTO,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMA,CNM-REBOBINADOR MR AUTO,CC03,T 22:00-06:00,005,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMA,CNM-REBOBINADOR MR AUTO,CC03,T 22:00-06:00,004,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMA,CNM-REBOBINADOR MR AUTO,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMA,CNM-REBOBINADOR MR AUTO,CC04,T 06:00-16:00,006,06:00:00,16:00:00,33600,22/05/2020,31/12/9999,1
CNMREBMA,CNM-REBOBINADOR MR AUTO,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMA,CNM-REBOBINADOR MR AUTO,CC04,T 06:00-16:00,007,06:00:00,16:00:00,33600,22/05/2020,31/12/9999,1
CNMREBMA,CNM-REBOBINADOR MR AUTO,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMN,CNM-REBOBINADOR MR AUTO/MANUAL,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMN,CNM-REBOBINADOR MR AUTO/MANUAL,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMN,CNM-REBOBINADOR MR AUTO/MANUAL,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMN,CNM-REBOBINADOR MR AUTO/MANUAL,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMN,CNM-REBOBINADOR MR AUTO/MANUAL,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMN,CNM-REBOBINADOR MR AUTO/MANUAL,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMN,CNM-REBOBINADOR MR AUTO/MANUAL,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMN,CNM-REBOBINADOR MR AUTO/MANUAL,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMN,CNM-REBOBINADOR MR AUTO/MANUAL,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMREBMN,CNM-REBOBINADOR MR AUTO/MANUAL,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBMA,CNM-EMBALAGEM MR AUTO,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBMA,CNM-EMBALAGEM MR AUTO,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBMA,CNM-EMBALAGEM MR AUTO,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
