Centro trabalho,Descrição,Definição Turno,Descrição turno,Dia semana,Hora início,Hora fim,Tempo utilização (s),Válido desde,Válido até,Nº capacidades
CNMEMBMA,CNM-EMBALAGEM MR AUTO,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBMA,CNM-EMBALAGEM MR AUTO,CC03,T 22:00-06:00,002,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBMA,CNM-EMBALAGEM MR AUTO,CC03,T 22:00-06:00,001,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBMA,CNM-EMBALAGEM MR AUTO,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBMA,CNM-EMBALAGEM MR AUTO,CC03,T 22:00-06:00,004,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBMA,CNM-EMBALAGEM MR AUTO,CC03,T 22:00-06:00,003,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBMA,CNM-EMBALAGEM MR AUTO,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBMA,CNM-EMBALAGEM MR AUTO,CC04,T 06:00-16:00,006,06:00:00,16:00:00,33600,22/05/2020,31/12/9999,1
CNMEMBMA,CNM-EMBALAGEM MR AUTO,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBMA,CNM-EMBALAGEM MR AUTO,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBMA,CNM-EMBALAGEM MR AUTO,CC03,T 22:00-06:00,005,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBMA,CNM-EMBALAGEM MR AUTO,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMEMBMA,CNM-EMBALAGEM MR AUTO,CC04,T 06:00-16:00,007,06:00:00,16:00:00,33600,22/05/2020,31/12/9999,1
CNMEMBMA,CNM-EMBALAGEM MR AUTO,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSREBAC,CCS-REBOBINADOR,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSREBAC,CCS-REBOBINADOR,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSREBAC,CCS-REBOBINADOR,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSREBAC,CCS-REBOBINADOR,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSREBAC,CCS-REBOBINADOR,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSREBAC,CCS-REBOBINADOR,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSREBAC,CCS-REBOBINADOR,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSREBAC,CCS-REBOBINADOR,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSREBAC,CCS-REBOBINADOR,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSREBAC,CCS-REBOBINADOR,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMSHT01,CNM-SHEETER 1,CC03,T 22:00-06:00,005,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMSHT01,CNM-SHEETER 1,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMSHT01,CNM-SHEETER 1,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMSHT01,CNM-SHEETER 1,CC03,T 22:00-06:00,001,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMSHT01,CNM-SHEETER 1,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMSHT01,CNM-SHEETER 1,CC03,T 22:00-06:00,003,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMSHT01,CNM-SHEETER 1,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMSHT01,CNM-SHEETER 1,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CNMSHT01,CNM-SHEETER 1,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMSHT01,CNM-SHEETER 1,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMSHT01,CNM-SHEETER 1,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMSHT01,CNM-SHEETER 1,CC03,T 22:00-06:00,002,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMSHT01,CNM-SHEETER 1,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CNMSHT01,CNM-SHEETER 1,CC03,T 22:00-06:00,004,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CNMSHT01,CNM-SHEETER 1,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSSECME,CCS-SECCIONADORA,CC05,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,2
CCSSECME,CCS-SECCIONADORA,CC05,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,2
CCSSECME,CCS-SECCIONADORA,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,2
CCSSECME,CCS-SECCIONADORA,CC03,T 22:00-06:00,001,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,2
CCSSECME,CCS-SECCIONADORA,CC03,T 22:00-06:00,002,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,2
CCSSECME,CCS-SECCIONADORA,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,2
CCSSECME,CCS-SECCIONADORA,CC03,T 22:00-06:00,003,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,2
CCSSECME,CCS-SECCIONADORA,CC05,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,2
CCSSECME,CCS-SECCIONADORA,CC03,T 22:00-06:00,004,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,2
CCSSECME,CCS-SECCIONADORA,CC05,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,2
CCSSECME,CCS-SECCIONADORA,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,2
CCSSECME,CCS-SECCIONADORA,CC03,T 22:00-06:00,005,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,2
CCSSECME,CCS-SECCIONADORA,CC05,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,2
CCSSECME,CCS-SECCIONADORA,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,2
CCSSECME,CCS-SECCIONADORA,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,2
CCSBALMQ,CCS-BALANCÉ,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSBALMQ,CCS-BALANCÉ,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSBALMQ,CCS-BALANCÉ,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSBALMQ,CCS-BALANCÉ,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSBALMQ,CCS-BALANCÉ,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSBALMQ,CCS-BALANCÉ,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSBALMQ,CCS-BALANCÉ,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSBALMQ,CCS-BALANCÉ,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSBALMQ,CCS-BALANCÉ,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSBALMQ,CCS-BALANCÉ,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVM,CCS-LINHA MANUAL TRIVETS,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVM,CCS-LINHA MANUAL TRIVETS,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVM,CCS-LINHA MANUAL TRIVETS,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVM,CCS-LINHA MANUAL TRIVETS,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVM,CCS-LINHA MANUAL TRIVETS,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVM,CCS-LINHA MANUAL TRIVETS,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVM,CCS-LINHA MANUAL TRIVETS,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVM,CCS-LINHA MANUAL TRIVETS,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVM,CCS-LINHA MANUAL TRIVETS,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVM,CCS-LINHA MANUAL TRIVETS,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVA,CCS-LINHA AUTO TRIVETS,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVA,CCS-LINHA AUTO TRIVETS,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVA,CCS-LINHA AUTO TRIVETS,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVA,CCS-LINHA AUTO TRIVETS,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVA,CCS-LINHA AUTO TRIVETS,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVA,CCS-LINHA AUTO TRIVETS,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVA,CCS-LINHA AUTO TRIVETS,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVA,CCS-LINHA AUTO TRIVETS,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVA,CCS-LINHA AUTO TRIVETS,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSTRIVA,CCS-LINHA AUTO TRIVETS,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSDIVMQ,CCS-DIVERSOS MAQUINAÇÃO,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSDIVMQ,CCS-DIVERSOS MAQUINAÇÃO,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSDIVMQ,CCS-DIVERSOS MAQUINAÇÃO,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSDIVMQ,CCS-DIVERSOS MAQUINAÇÃO,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSDIVMQ,CCS-DIVERSOS MAQUINAÇÃO,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSDIVMQ,CCS-DIVERSOS MAQUINAÇÃO,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSDIVMQ,CCS-DIVERSOS MAQUINAÇÃO,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSDIVMQ,CCS-DIVERSOS MAQUINAÇÃO,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSDIVMQ,CCS-DIVERSOS MAQUINAÇÃO,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSDIVMQ,CCS-DIVERSOS MAQUINAÇÃO,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSPARAF,CCS PARAFINA,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSPARAF,CCS PARAFINA,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSPARAF,CCS PARAFINA,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSPARAF,CCS PARAFINA,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSPARAF,CCS PARAFINA,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSPARAF,CCS PARAFINA,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSPARAF,CCS PARAFINA,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSPARAF,CCS PARAFINA,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSPARAF,CCS PARAFINA,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSPARAF,CCS PARAFINA,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSEBMTR,CCS-EMBALAGEM MANUAL TRIVETS,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSEBMTR,CCS-EMBALAGEM MANUAL TRIVETS,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSEBMTR,CCS-EMBALAGEM MANUAL TRIVETS,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSEBMTR,CCS-EMBALAGEM MANUAL TRIVETS,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSEBMTR,CCS-EMBALAGEM MANUAL TRIVETS,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSEBMTR,CCS-EMBALAGEM MANUAL TRIVETS,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSEBMTR,CCS-EMBALAGEM MANUAL TRIVETS,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSEBMTR,CCS-EMBALAGEM MANUAL TRIVETS,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSEBMTR,CCS-EMBALAGEM MANUAL TRIVETS,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSEBMTR,CCS-EMBALAGEM MANUAL TRIVETS,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMLIXPL,CRM-LIXADORA BORRACHA,CC03,T 22:00-06:00,003,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMLIXPL,CRM-LIXADORA BORRACHA,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMLIXPL,CRM-LIXADORA BORRACHA,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMLIXPL,CRM-LIXADORA BORRACHA,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMLIXPL,CRM-LIXADORA BORRACHA,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMLIXPL,CRM-LIXADORA BORRACHA,CC03,T 22:00-06:00,005,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMLIXPL,CRM-LIXADORA BORRACHA,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMLIXPL,CRM-LIXADORA BORRACHA,CC03,T 22:00-06:00,004,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMLIXPL,CRM-LIXADORA BORRACHA,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMLIXPL,CRM-LIXADORA BORRACHA,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMLIXPL,CRM-LIXADORA BORRACHA,CC03,T 22:00-06:00,001,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMLIXPL,CRM-LIXADORA BORRACHA,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMLIXPL,CRM-LIXADORA BORRACHA,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMLIXPL,CRM-LIXADORA BORRACHA,CC03,T 22:00-06:00,002,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMLIXPL,CRM-LIXADORA BORRACHA,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMSERRA,CRM-SERRAS,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMSERRA,CRM-SERRAS,CC03,T 22:00-06:00,001,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMSERRA,CRM-SERRAS,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMSERRA,CRM-SERRAS,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMSERRA,CRM-SERRAS,CC03,T 22:00-06:00,002,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMSERRA,CRM-SERRAS,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMSERRA,CRM-SERRAS,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMSERRA,CRM-SERRAS,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMSERRA,CRM-SERRAS,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMSERRA,CRM-SERRAS,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMSERRA,CRM-SERRAS,CC03,T 22:00-06:00,004,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMSERRA,CRM-SERRAS,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMSERRA,CRM-SERRAS,CC03,T 22:00-06:00,005,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMSERRA,CRM-SERRAS,CC03,T 22:00-06:00,003,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMSERRA,CRM-SERRAS,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMCOLQD,CRM-COLAR QUADROS,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMCOLQD,CRM-COLAR QUADROS,CC03,T 22:00-06:00,001,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMCOLQD,CRM-COLAR QUADROS,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMCOLQD,CRM-COLAR QUADROS,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMCOLQD,CRM-COLAR QUADROS,CC03,T 22:00-06:00,002,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMCOLQD,CRM-COLAR QUADROS,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMCOLQD,CRM-COLAR QUADROS,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMCOLQD,CRM-COLAR QUADROS,CC03,T 22:00-06:00,003,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMCOLQD,CRM-COLAR QUADROS,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMCOLQD,CRM-COLAR QUADROS,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMCOLQD,CRM-COLAR QUADROS,CC03,T 22:00-06:00,004,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMCOLQD,CRM-COLAR QUADROS,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMCOLQD,CRM-COLAR QUADROS,CC03,T 22:00-06:00,005,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMCOLQD,CRM-COLAR QUADROS,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMCOLQD,CRM-COLAR QUADROS,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMLAMPL,CRM-LAMINADORA PLACAS BORRACHA,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,3
CRMLAMPL,CRM-LAMINADORA PLACAS BORRACHA,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,3
CRMLAMPL,CRM-LAMINADORA PLACAS BORRACHA,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,3
CRMLAMPL,CRM-LAMINADORA PLACAS BORRACHA,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,3
CRMLAMPL,CRM-LAMINADORA PLACAS BORRACHA,CC03,T 22:00-06:00,002,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,3
CRMLAMPL,CRM-LAMINADORA PLACAS BORRACHA,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,3
CRMLAMPL,CRM-LAMINADORA PLACAS BORRACHA,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,3
CRMLAMPL,CRM-LAMINADORA PLACAS BORRACHA,CC03,T 22:00-06:00,003,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,3
CRMLAMPL,CRM-LAMINADORA PLACAS BORRACHA,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,3
CRMLAMPL,CRM-LAMINADORA PLACAS BORRACHA,CC03,T 22:00-06:00,004,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,3
CRMLAMPL,CRM-LAMINADORA PLACAS BORRACHA,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,3
CRMLAMPL,CRM-LAMINADORA PLACAS BORRACHA,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,3
CRMLAMPL,CRM-LAMINADORA PLACAS BORRACHA,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,3
CRMLAMPL,CRM-LAMINADORA PLACAS BORRACHA,CC03,T 22:00-06:00,001,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,3
CRMLAMPL,CRM-LAMINADORA PLACAS BORRACHA,CC03,T 22:00-06:00,005,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,3
CCSJATAG,CCS-JATO DE ÁGUA,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSJATAG,CCS-JATO DE ÁGUA,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSJATAG,CCS-JATO DE ÁGUA,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSJATAG,CCS-JATO DE ÁGUA,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSJATAG,CCS-JATO DE ÁGUA,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSJATAG,CCS-JATO DE ÁGUA,CC01,T 06:00-14:00,004,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSJATAG,CCS-JATO DE ÁGUA,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSJATAG,CCS-JATO DE ÁGUA,CC01,T 06:00-14:00,005,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CCSJATAG,CCS-JATO DE ÁGUA,CC02,T 14:00-22:00,005,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CCSJATAG,CCS-JATO DE ÁGUA,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMGUILH,CRM-GUILHOTINA BORRACHA,CC01,T 06:00-14:00,001,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMGUILH,CRM-GUILHOTINA BORRACHA,CC03,T 22:00-06:00,001,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMGUILH,CRM-GUILHOTINA BORRACHA,CC01,T 06:00-14:00,002,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMGUILH,CRM-GUILHOTINA BORRACHA,CC02,T 14:00-22:00,002,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMGUILH,CRM-GUILHOTINA BORRACHA,CC01,T 06:00-14:00,003,06:00:00,14:00:00,26400,22/05/2020,31/12/9999,1
CRMGUILH,CRM-GUILHOTINA BORRACHA,CC02,T 14:00-22:00,003,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMGUILH,CRM-GUILHOTINA BORRACHA,CC03,T 22:00-06:00,003,22:00:00,06:00:00,26400,22/05/2020,31/12/9999,1
CRMGUILH,CRM-GUILHOTINA BORRACHA,CC02,T 14:00-22:00,001,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
CRMGUILH,CRM-GUILHOTINA BORRACHA,CC02,T 14:00-22:00,004,14:00:00,22:00:00,26400,22/05/2020,31/12/9999,1
