,id_material,codigo_material,caracteristicas,tempo_estabilizacao,id_precedencias,fator_inc,descricao_material,unidade_material,centro trabalho
75,75,41000424,"{'GRAN_EMBALAGEM': 'SA004', 'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_PESO_ESPECIFICO': '80-90', 'GRAN_GRANULOMETRIA': '1/2'}",0,[],[],GRAN MD 1/2 80-90 HU SA004,KG,GMTEMBAL
76,76,41000425,"{'GRAN_GRANULOMETRIA': '1/2', 'GRAN_EMBALAGEM': 'SA003', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_PESO_ESPECIFICO': '80-90'}",0,[],[],GRAN MD 1/2 80-90 SE SA003,KG,GMTEMBAL
77,77,41000426,"{'GRAN_EMBALAGEM': 'SA006', 'GRAN_PESO_ESPECIFICO': '75-85', 'GRAN_GRANULOMETRIA': '0,5/1', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR'}",0,[],[],"GRAN MD 0,5/1 75-85 SE SA006",KG,GMTEMBAL
78,78,41000427,"{'GRAN_ACABAMENTO': 'SECO', 'GRAN_EMBALAGEM': 'SA002', 'GRAN_PESO_ESPECIFICO': '75-85', 'GRAN_GRANULOMETRIA': '0,5/1', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR'}",0,[],[],"GRAN MD 0,5/1 75-85 SE SA002",KG,GMTEMBAL
79,79,41000428,"{'GRAN_EMBALAGEM': 'SA023', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_GRANULOMETRIA': '0,5/1', 'GRAN_PESO_ESPECIFICO': '75-85'}",0,[14],[1.0],"GRAN MD 0,5/1 75-85 SE SA023",KG,GMTEMBAL
80,80,41000429,"{'GRAN_PESO_ESPECIFICO': '65-80', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_EMBALAGEM': 'SA002', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_GRANULOMETRIA': '0,5/2'}",0,[],[],"GRAN MD 0,5/2 65-75 SE SA002",KG,GMTEMBAL
81,81,41000430,"{'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_GRANULOMETRIA': '1/2', 'GRAN_PESO_ESPECIFICO': '80-90', 'GRAN_EMBALAGEM': 'SA009', 'GRAN_ACABAMENTO': 'SECO'}",0,[],[],GRAN MD 1/2 80-90 SE SA009,KG,GMTEMBAL
82,82,41000431,"{'GRAN_GRANULOMETRIA': '1/2', 'GRAN_PESO_ESPECIFICO': '80-90', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_EMBALAGEM': 'SA012', 'GRAN_ACABAMENTO': 'SECO'}",0,[],[],GRAN MD 1/2 80-90 SE SA012,KG,GMTEMBAL
83,83,41000432,"{'GRAN_GRANULOMETRIA': '1/2', 'GRAN_PESO_ESPECIFICO': '80-90', 'GRAN_EMBALAGEM': 'SA014', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_ACABAMENTO': 'SECO'}",0,[],[],GRAN MD 1/2 80-90 SE SA014,KG,GMTEMBAL
84,84,41000433,"{'GRAN_ACABAMENTO': 'SECO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_PESO_ESPECIFICO': '80-90', 'GRAN_EMBALAGEM': 'SA002', 'GRAN_GRANULOMETRIA': '1/2'}",0,[],[],GRAN MD 1/2 80-90 SE SA002,KG,GMTEMBAL
85,85,41000434,"{'GRAN_PESO_ESPECIFICO': '100-120', 'GRAN_GRANULOMETRIA': '0,5/1', 'GRAN_EMBALAGEM': 'SA008', 'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR'}",0,[],[],"GRAN AD 0,5/1 100-120 HU SA008",KG,GMTEMBAL
86,86,41000435,"{'GRAN_EMBALAGEM': 'SA014', 'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_GRANULOMETRIA': '0,5/1', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_PESO_ESPECIFICO': '100-120'}",0,[],[],"GRAN AD 0,5/1 100-120 HU SA014",KG,GMTEMBAL
87,87,41000436,"{'GRAN_GRANULOMETRIA': '0,5/1', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_PESO_ESPECIFICO': '100-120', 'GRAN_EMBALAGEM': 'SA005'}",0,[],[],"GRAN AD 0,5/1 100-120 HU SA005",KG,GMTEMBAL
88,88,41000437,"{'GRAN_PESO_ESPECIFICO': '100-120', 'GRAN_GRANULOMETRIA': '0,5/4', 'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_EMBALAGEM': 'SA055', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR'}",0,[],[],"GRAN AD 0,5/4 100-120 HU SA055",KG,GMTEMBAL
89,89,41000438,"{'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_GRANULOMETRIA': '0,5/4', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_PESO_ESPECIFICO': '100-120', 'GRAN_EMBALAGEM': 'SA002'}",0,[],[],"GRAN AD 0,5/4 100-120 HU SA002",KG,GMTEMBAL
90,90,41000439,"{'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_PESO_ESPECIFICO': '100-120', 'GRAN_GRANULOMETRIA': '1/2', 'GRAN_EMBALAGEM': 'SA029'}",0,[],[],GRAN AD 1/2 100-120 HU SA029,KG,GMTEMBAL
91,91,41000440,"{'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_GRANULOMETRIA': '1/2', 'GRAN_EMBALAGEM': 'SA002', 'GRAN_PESO_ESPECIFICO': '100-120', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR'}",0,[],[],GRAN AD 1/2 100-120 HU SA002,KG,GMTEMBAL
92,92,41000441,"{'GRAN_EMBALAGEM': 'SA006', 'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_PESO_ESPECIFICO': '100-120', 'GRAN_GRANULOMETRIA': '1/2'}",0,[],[],GRAN AD 1/2 100-120 HU SA006,KG,GMTEMBAL
93,93,41000442,"{'GRAN_PESO_ESPECIFICO': '100-120', 'GRAN_GRANULOMETRIA': '1/2', 'GRAN_EMBALAGEM': 'SA001', 'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR'}",0,[],[],GRAN AD 1/2 100-120 HU SA001,KG,GMTEMBAL
94,94,41000443,"{'GRAN_PESO_ESPECIFICO': '100-120', 'GRAN_GRANULOMETRIA': '2/3', 'GRAN_EMBALAGEM': 'SA002', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_ACABAMENTO': 'HÚMIDO'}",0,[],[],GRAN AD 2/3 90-120 HU SA002,KG,GMTEMBAL
95,95,41000444,"{'GRAN_PESO_ESPECIFICO': '100-120', 'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_EMBALAGEM': 'SA004', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_GRANULOMETRIA': '2/3'}",0,[],[],GRAN AD 2/3 90-120 HU SA004,KG,GMTEMBAL
96,96,41000445,"{'GRAN_EMBALAGEM': 'SA008', 'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_PESO_ESPECIFICO': '100-120', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_GRANULOMETRIA': '2/3'}",0,[],[],GRAN AD 2/3 90-120 HU SA008,KG,GMTEMBAL
97,97,41000446,"{'GRAN_PESO_ESPECIFICO': '100-120', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_GRANULOMETRIA': '0,5/1', 'GRAN_EMBALAGEM': 'SA011', 'GRAN_ACABAMENTO': 'SECO'}",0,[],[],"GRAN AD 0,5/1 100-120 SE SA011",KG,GMTEMBAL
98,98,41000447,"{'GRAN_EMBALAGEM': 'SA009', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_GRANULOMETRIA': '0,5/1', 'GRAN_PESO_ESPECIFICO': '100-120'}",0,[],[],"GRAN AD 0,5/1 100-120 SE SA009",KG,GMTEMBAL
99,99,41000448,"{'GRAN_PESO_ESPECIFICO': '100-120', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_GRANULOMETRIA': '0,5/1', 'GRAN_EMBALAGEM': 'SA033', 'GRAN_ACABAMENTO': 'SECO'}",0,[],[],"GRAN AD 0,5/1 100-120 SE SA033",KG,GMTEMBAL
100,100,41000450,"{'GRAN_EMBALAGEM': 'SA008', 'GRAN_PESO_ESPECIFICO': '100-120', 'GRAN_GRANULOMETRIA': '2/3', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_ACABAMENTO': 'SECO'}",0,[],[],GRAN AD 2/3 90-120 SE SA008,KG,GMTEMBAL
101,101,41000451,"{'GRAN_GRANULOMETRIA': '2/3', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_EMBALAGEM': 'SA009', 'GRAN_PESO_ESPECIFICO': '100-120'}",0,[20],[1.0],GRAN AD 2/3 90-120 SE SA009,KG,GMTEMBAL
102,102,41000452,"{'GRAN_ACABAMENTO': 'SECO', 'GRAN_EMBALAGEM': 'SA005', 'GRAN_GRANULOMETRIA': '0,5/1', 'GRAN_PESO_ESPECIFICO': '50-55', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR'}",0,[],[],"GRAN BD 0,5/1 50-55 SE SA005",KG,GMTEMBSB
103,103,41000453,"{'GRAN_ACABAMENTO': 'SECO', 'GRAN_PESO_ESPECIFICO': '50-55', 'GRAN_GRANULOMETRIA': '0,5/1', 'GRAN_EMBALAGEM': 'SA001', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR'}",0,[],[],"GRAN BD 0,5/1 50-55 SE SA001",KG,GMTEMBSB
104,104,41000454,"{'GRAN_EMBALAGEM': 'SA001', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_PESO_ESPECIFICO': '50-55', 'GRAN_GRANULOMETRIA': '1/2'}",0,[24],[1.0],GRAN BD 1/2 50-55 SE SA001,KG,GMTEMBSB
105,105,41000455,"{'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_GRANULOMETRIA': '0,5/1', 'GRAN_PESO_ESPECIFICO': '>150', 'GRAN_EMBALAGEM': 'SA017'}",0,[],[],"GRAN ADT 0,5/1 >150 HU SA017",KG,GMTEMBAL
106,106,41000456,"{'GRAN_EMBALAGEM': 'SA007', 'GRAN_GRANULOMETRIA': '1/2', 'GRAN_PESO_ESPECIFICO': '>130', 'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR'}",0,[],[],GRAN ADT 1/2 >130 HU SA007,KG,GMTEMBAL
107,107,41000457,"{'GRAN_PESO_ESPECIFICO': '<300', 'GRAN_GRANULOMETRIA': '0/0,2', 'GRAN_EMBALAGEM': 'SA013', 'GRAN_REFERENCIA': '1', 'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR'}",0,[],[],"GRAN MF 1 0/0,2 <300 HU SA013",KG,GMTEMBAL
108,108,41000458,"{'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_PESO_ESPECIFICO': '<300', 'GRAN_EMBALAGEM': 'SA040', 'GRAN_REFERENCIA': '1', 'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_GRANULOMETRIA': '0/0,2'}",0,[],[],"GRAN MF 1 0/0,2 <300 HU SA040",KG,GMTEMBAL
109,109,41000459,"{'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_GRANULOMETRIA': '0/0,2', 'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_REFERENCIA': '1', 'GRAN_EMBALAGEM': 'SA039', 'GRAN_PESO_ESPECIFICO': '<300'}",0,[],[],"GRAN MF 1 0/0,2 <300 HU SA039",KG,GMTEMBAL
110,110,41000460,"{'GRAN_GRANULOMETRIA': '0/0,2', 'GRAN_REFERENCIA': '1', 'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_EMBALAGEM': 'SA041', 'GRAN_PESO_ESPECIFICO': '<300', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR'}",0,[],[],"GRAN MF 1 0/0,2 <300 HU SA041",KG,GMTEMBAL
111,111,41000461,"{'GRAN_EMBALAGEM': 'SA043', 'GRAN_REFERENCIA': '1', 'GRAN_GRANULOMETRIA': '0/0,2', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_PESO_ESPECIFICO': '<300', 'GRAN_ACABAMENTO': 'HÚMIDO'}",0,[],[],"GRAN MF 1 0/0,2 <300 HU SA043",KG,GMTEMBAL
112,112,41000465,"{'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_EMBALAGEM': 'SA006', 'GRAN_REFERENCIA': '7', 'GRAN_GRANULOMETRIA': '0,2/0,5', 'GRAN_PESO_ESPECIFICO': '120-140'}",0,[],[],"GRAN MF 7 0,2/0,5 120-140 HU SA006",KG,GMTEMBAL
113,113,41000466,"{'GRAN_PESO_ESPECIFICO': '120-140', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_REFERENCIA': '7', 'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_EMBALAGEM': 'SA002', 'GRAN_GRANULOMETRIA': '0,2/0,5'}",0,[],[],"GRAN MF 7 0,2/0,5 120-140 HU SA002",KG,GMTEMBAL
114,114,41000467,"{'GRAN_REFERENCIA': '7', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_PESO_ESPECIFICO': '120-140', 'GRAN_GRANULOMETRIA': '0,2/0,5', 'GRAN_EMBALAGEM': 'SA045'}",0,[],[],"GRAN MF 7 0,2/0,5 120-140 HU SA045",KG,GMTEMBAL
115,115,41000468,"{'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_EMBALAGEM': 'SA003', 'GRAN_PESO_ESPECIFICO': '50-70', 'GRAN_REFERENCIA': '5', 'GRAN_GRANULOMETRIA': '0,2/0,5', 'GRAN_ACABAMENTO': 'HÚMIDO'}",0,[],[],"GRAN MF 5 0,2/0,5 50-70 HU SA003",KG,GMTEMBSB
116,116,41000469,"{'GRAN_EMBALAGEM': 'SA005', 'GRAN_REFERENCIA': '5', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_PESO_ESPECIFICO': '50-70', 'GRAN_GRANULOMETRIA': '0,2/0,5'}",0,[],[],"GRAN MF 5 0,2/0,5 50-70 HU SA005",KG,GMTEMBSB
117,117,41000470,"{'GRAN_EMBALAGEM': 'SA047', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_REFERENCIA': '5', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_PESO_ESPECIFICO': '50-70', 'GRAN_GRANULOMETRIA': '0,2/0,5'}",0,[],[],"GRAN MF 5 0,2/0,5 50-70 SE SA047",KG,GMTEMBSB
118,118,41000471,"{'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_EMBALAGEM': 'SA003', 'GRAN_GRANULOMETRIA': '0,2/0,5', 'GRAN_REFERENCIA': '5', 'GRAN_PESO_ESPECIFICO': '50-70'}",0,[],[],"GRAN MF 5 0,2/0,5 50-70 SE SA003",KG,GMTEMBSB
119,119,41000472,"{'GRAN_PESO_ESPECIFICO': '50-55', 'GRAN_GRANULOMETRIA': '0,5/1', 'GRAN_REFERENCIA': 'G005', 'GRAN_EMBALAGEM': 'SA010', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_ACABAMENTO': 'SECO'}",0,[22],[1.0],"GRAN BD G005 0,5/1 50-55 SE SA010",KG,GMTEMBAL
120,120,41000473,"{'GRAN_ACABAMENTO': 'SECO', 'GRAN_EMBALAGEM': 'SA010', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_PESO_ESPECIFICO': '55-60', 'GRAN_GRANULOMETRIA': '1/2', 'GRAN_REFERENCIA': 'G003'}",0,[23],[1.0],GRAN BD G003 1/2 55-60 SE SA010,KG,GMTEMBAL
121,121,41000474,"{'GRAN_EMBALAGEM': 'SA028', 'GRAN_GRANULOMETRIA': '0,5/1', 'GRAN_PESO_ESPECIFICO': '50-55', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR'}",0,[],[],"GRAN BD 0,5/1 50-55 SE SA028",KG,GMTEMBSB
122,122,41000475,"{'GRAN_GRANULOMETRIA': '1/2', 'GRAN_EMBALAGEM': 'SA042', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_PESO_ESPECIFICO': '50-55'}",0,[24],[1.0],GRAN BD 1/2 50-55 SE SA042,KG,GMTEMBSB
123,123,41000476,"{'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_GRANULOMETRIA': '1/2', 'GRAN_REFERENCIA': '>S6', 'GRAN_EMBALAGEM': 'SA002', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_PESO_ESPECIFICO': '70-100'}",0,[25],[1.0],GRAN AD >S6 1/2 70-100 SE SA002,KG,GMTEMBAL
124,124,41000477,"{'GRAN_PESO_ESPECIFICO': '75-85', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_REFERENCIA': 'ALSA', 'GRAN_EMBALAGEM': 'SA002', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_GRANULOMETRIA': '1/1,5'}",0,[],[],GRAN MD ALSA 1/2 80-90 SE SA002,KG,GMTEMBAL
125,125,41000478,"{'GRAN_EMBALAGEM': 'SA004', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_PESO_ESPECIFICO': '50-60', 'GRAN_GRANULOMETRIA': '0,8/1,4'}",0,[],[],"GRAN BD 0,8/1,4 50-60 SE SA004",KG,GMTEMBAL
126,126,41000479,"{'GRAN_ACABAMENTO': 'SECO', 'GRAN_PESO_ESPECIFICO': '55-65', 'GRAN_EMBALAGEM': 'SA049', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_GRANULOMETRIA': '1/2'}",0,[28],[1.0],GRAN BD 1/2 55-65 SE SA049,KG,GMTEMBAL
127,127,41000480,"{'GRAN_EMBALAGEM': 'SA022', 'GRAN_PESO_ESPECIFICO': '50-55', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_GRANULOMETRIA': '0,5/1'}",0,[],[],"GRAN BD 0,5/1 50-55 SE SA022",KG,GMTEMBSB
128,128,41000481,"{'GRAN_PESO_ESPECIFICO': '170-210', 'GRAN_EMBALAGEM': 'SA051', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_GRANULOMETRIA': '1/2'}",0,[],[],GRAN ADS 1/2 170-210 SE SA051,KG,GMTEMBAL
129,129,41000482,"{'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_PESO_ESPECIFICO': '170-210', 'GRAN_GRANULOMETRIA': '1/2', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_EMBALAGEM': 'SA017'}",0,[],[],GRAN ADS 1/2 170-210 SE SA017,KG,GMTEMBAL
130,130,41000483,"{'GRAN_ACABAMENTO': 'SECO', 'GRAN_PESO_ESPECIFICO': '170-210', 'GRAN_GRANULOMETRIA': '1/2', 'GRAN_EMBALAGEM': 'SA007', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR'}",0,[],[],GRAN ADS 1/2 170-210 SE SA007,KG,GMTEMBAL
131,131,41000484,"{'GRAN_PESO_ESPECIFICO': '170-210', 'GRAN_EMBALAGEM': 'SA015', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_GRANULOMETRIA': '1/2'}",0,[],[],GRAN ADS 1/2 170-210 SE SA015,KG,GMTEMBAL
132,132,41000485,"{'GRAN_PESO_ESPECIFICO': '70-100', 'GRAN_GRANULOMETRIA': '1/2', 'GRAN_EMBALAGEM': 'SA002', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_REFERENCIA': 'PVP'}",0,[],[],GRAN AD PVP 1/2 70-100 SE SA002,KG,GMTEMBAL
133,133,41000486,"{'GRAN_EMBALAGEM': 'SA011', 'GRAN_GRANULOMETRIA': '1/2', 'GRAN_PESO_ESPECIFICO': '110-130', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_ACABAMENTO': 'SECO'}",0,[],[],GRAN ADL 1/2 110-130 SE SA011,KG,GMTEMBAL
134,134,41000487,"{'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_EMBALAGEM': 'SA016', 'GRAN_ACABAMENTO': 'SECO', 'CERTIFICACAO': 'FSC MIX CREDIT', 'GRAN_GRANULOMETRIA': '0,5/1', 'GRAN_PESO_ESPECIFICO': '58-62'}",0,[],[],"GRAN BD 0,5/1 58-62 SE SA016 FMC",KG,GMTEMBAL
135,135,41000488,"{'GRAN_ACABAMENTO': 'SECO', 'GRAN_EMBALAGEM': 'SA002', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'CERTIFICACAO': 'FSC MIX CREDIT', 'GRAN_PESO_ESPECIFICO': '100-120', 'GRAN_GRANULOMETRIA': '1/2'}",0,[],[],GRAN AD 1/2 100-120 SE SA002 FMC,KG,GMTEMBAL
136,136,41000489,"{'GRAN_REFERENCIA': 'PLAT', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_PESO_ESPECIFICO': '50-55', 'GRAN_GRANULOMETRIA': '0,5/1', 'GRAN_EMBALAGEM': 'SA001'}",0,[29],[1.0],"GRAN BD PLAT 0,5/1 50-55 SE SA001",KG,GMTEMBSB
137,137,41000490,"{'GRAN_ACABAMENTO': 'SECO', 'GRAN_PESO_ESPECIFICO': '45-50', 'GRAN_EMBALAGEM': 'SA001', 'GRAN_GRANULOMETRIA': '1/2', 'GRAN_REFERENCIA': 'PLAT', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR'}",0,[],[],GRAN BD PLAT 1/2 45-50 SE SA001,KG,GMTEMBSB
138,138,41000491,"{'GRAN_GRANULOMETRIA': '0,5/1', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_EMBALAGEM': 'FR001', 'GRAN_PESO_ESPECIFICO': '58-62'}",0,[],[],"GRAN BD 0,5/1 58-62 HU FR001",KG,GMTEMBAL
139,139,41000492,"{'GRAN_ACABAMENTO': 'HÚMIDO', 'GRAN_EMBALAGEM': 'FR002', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_PESO_ESPECIFICO': '58-62', 'GRAN_GRANULOMETRIA': '1/2'}",0,[],[],GRAN BD 1/2 58-62 HU FR002,KG,GMTEMBAL
140,140,41000493,"{'GRAN_EMBALAGEM': 'FR001', 'GRAN_PESO_ESPECIFICO': '58-62', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_GRANULOMETRIA': '0,5/1', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR'}",0,[8],[1.0],"GRAN BD 0,5/1 58-62 SE FR001",KG,GMTEMBAL
141,141,41000494,"{'GRAN_ACABAMENTO': 'SECO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_PESO_ESPECIFICO': '58-62', 'GRAN_GRANULOMETRIA': '0,5/1', 'GRAN_EMBALAGEM': 'FR002'}",0,[8],[1.0],"GRAN BD 0,5/1 58-62 SE FR002",KG,GMTEMBAL
142,142,41000495,"{'GRAN_PESO_ESPECIFICO': '58-62', 'GRAN_EMBALAGEM': 'FR001', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_GRANULOMETRIA': '1/2'}",0,[9],[1.0],GRAN BD 1/2 58-62 SE FR001,KG,GMTEMBAL
143,143,41000496,"{'GRAN_GRANULOMETRIA': '2/3', 'GRAN_PESO_ESPECIFICO': '60-65', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_EMBALAGEM': 'FR002'}",0,[],[],GRAN BD 2/3 60-65 SE FR002,KG,GMTEMBAL
144,144,41000497,"{'GRAN_GRANULOMETRIA': '2/3', 'GRAN_PESO_ESPECIFICO': '65-70', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_EMBALAGEM': 'FR001'}",0,[],[],GRAN BD 2/3 65-70 SE FR001,KG,GMTEMBAL
145,145,41000498,"{'GRAN_GRANULOMETRIA': '3/4', 'GRAN_PESO_ESPECIFICO': '65-75', 'GRAN_ACABAMENTO': 'SECO', 'GRAN_EMBALAGEM': 'FR001', 'GRAN_TIPO': 'TIPO I-PRODUÇÃO P/ AGLOMERAR'}",0,[11],[1.0],GRAN BD 3/4 65-75 SE FR001,KG,GMTEMBAL
