Nome planejador,Status ordem de produção,Tipo de Ordem de produção/planeada,Ordem Venda / Transferência,Item OV/Transferência,Ship to,Responsável SAC,Ordem de produção / planeada,Data-base do início,Data-base do fim,Data desejada de saída de mercadoria,Semana saída de mercadoria,Material de produção,Texto breve de material,Quantidade total da ordem,Componente,Descritivo componente,Qtd.necessária,Descritivo de Centro de Trabalho,Centro de trabalho,Duração da operação,País Destino,Quantidade fornecida ordem de produção
CRM - Transformaçã,LIB,ZRRL,3826000006,10,,,1600073636,29/10/2021,30/10/2021,,0,70006584,"RL CR 711G/PAL 1040X1,5 NE",792.000,70000933,CL CR 711G 1067X635 NE,5.841,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,4.283,,0.000
CRM - Transformaçã,LIB,ZRRL,3826000006,20,,,1600073638,28/10/2021,29/10/2021,,0,70006584,"RL CR 711G/PAL 1040X1,5 NE",704.000,70000933,CL CR 711G 1067X635 NE,5.192,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,3.808,,0.000
CRM - Transformaçã,ABER,ZRER,3826000006,10,UNIVERSAL GASKETS,DMEDEIROS,1600101525,29/10/2021,30/10/2021,25/10/2021,202143,70003130,"RL CR 711G/PAL 1040X1,5-44M 01",18.000,70006584,"RL CR 711G/PAL 1040X1,5 NE",792.000,CRM-MEI,CRMRLMEI,3.405,IN,0.000
CRM - Transformaçã,ABER,ZRER,3826000006,20,UNIVERSAL GASKETS,DMEDEIROS,1600101526,28/10/2021,29/10/2021,25/10/2021,202144,70003130,"RL CR 711G/PAL 1040X1,5-44M 01",16.000,70006584,"RL CR 711G/PAL 1040X1,5 NE",704.000,CRM-MEI,CRMRLMEI,3.027,IN,0.000
CRM - Transformaçã,,KD,3826000005,10,,,384906474,03/12/2021,06/12/2021,,0,70015574,RL CI 5700/T01 1000X20/10 NE,1 440.000,70015573,"RL CI 5700/T01 1000X30,0 NE",720.000,CRM-DIVISORA,CRMDIV01,26.182,,0.000
CRM - Transformaçã,,KD,3826000005,20,,,384906475,03/12/2021,06/12/2021,,0,70015574,RL CI 5700/T01 1000X20/10 NE,1 440.000,70015573,"RL CI 5700/T01 1000X30,0 NE",720.000,CRM-DIVISORA,CRMDIV01,26.182,,0.000
CRM - Transformaçã,,KD,3826000005,40,,,384906476,15/11/2021,16/11/2021,,0,70015574,RL CI 5700/T01 1000X20/10 NE,1 440.000,70015573,"RL CI 5700/T01 1000X30,0 NE",720.000,CRM-DIVISORA,CRMDIV01,26.182,,0.000
CRM - Transformaçã,,KD,3826000005,10,,,384906767,02/12/2021,03/12/2021,,0,70015573,"RL CI 5700/T01 1000X30,0 NE",720.000,70001946,CL CI 5700 1067X990 NE,38.772,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,26.182,,0.000
CRM - Transformaçã,,KD,3826000005,20,,,384906768,02/12/2021,03/12/2021,,0,70015573,"RL CI 5700/T01 1000X30,0 NE",720.000,70001946,CL CI 5700 1067X990 NE,38.772,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,26.182,,0.000
CRM - Transformaçã,,KD,3826000005,40,,,384906769,15/11/2021,16/11/2021,,0,70015573,"RL CI 5700/T01 1000X30,0 NE",720.000,70001946,CL CI 5700 1067X990 NE,38.772,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,26.182,,0.000
CRM - Transformaçã,ABER,ZRER,3826000005,20,PANDROL NV,COALMEIDA,1600031584,06/12/2021,10/12/2021,25/10/2021,202150,70007763,RL CI 5700/2TI 1000X20/10-10M PA,144.000,70015574,RL CI 5700/T01 1000X20/10 NE,1 440.000,CRM-MEI,CRMRLMEI,51.429,BE,0.000
CRM - Transformaçã,ABER,ZRER,3826000005,10,PANDROL NV,COALMEIDA,1600031585,06/12/2021,10/12/2021,25/10/2021,202150,70007763,RL CI 5700/2TI 1000X20/10-10M PA,144.000,70015574,RL CI 5700/T01 1000X20/10 NE,1 440.000,CRM-MEI,CRMRLMEI,51.429,BE,0.000
CRM - Transformaçã,ABER,ZRER,3826000005,30,PANDROL NV,COALMEIDA,1600031586,16/11/2021,19/11/2021,25/10/2021,202147,70007763,RL CI 5700/2TI 1000X20/10-10M PA,144.000,70015574,RL CI 5700/T01 1000X20/10 NE,1 440.000,CRM-MEI,CRMRLMEI,51.429,BE,0.000
CRM - Transformaçã,ABER,ZRER,3826000005,40,PANDROL NV,COALMEIDA,1600031587,16/11/2021,19/11/2021,25/10/2021,202147,70007763,RL CI 5700/2TI 1000X20/10-10M PA,144.000,70015574,RL CI 5700/T01 1000X20/10 NE,1 440.000,CRM-MEI,CRMRLMEI,51.429,BE,0.000
CRM - Transformaçã,ABER,ZRER,3826000005,50,PANDROL NV,COALMEIDA,1600031588,27/12/2021,30/12/2021,25/10/2021,202201,70007763,RL CI 5700/2TI 1000X20/10-10M PA,144.000,70015574,RL CI 5700/T01 1000X20/10 NE,1 440.000,CRM-MEI,CRMRLMEI,51.429,BE,0.000
CRM - Transformaçã,LIB,ZRER,3826000005,60,PANDROL NV,COALMEIDA,1600031589,28/12/2021,30/12/2021,25/10/2021,202143,70007763,RL CI 5700/2TI 1000X20/10-10M PA,80.000,70015574,RL CI 5700/T01 1000X20/10 NE,800.000,CRM-MEI,CRMRLMEI,28.571,BE,0.000
CRM - Transformaçã,LIB,ZRRL,3826000005,60,,,1600087509,29/12/2021,30/12/2021,,0,70015573,"RL CI 5700/T01 1000X30,0 NE",400.000,70001946,CL CI 5700 1067X990 NE,21.540,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,14.546,,0.000
CRM - Transformaçã,ABER,ZRRL,3826000005,50,,,1600090773,28/12/2021,30/12/2021,,0,70015574,RL CI 5700/T01 1000X20/10 NE,1 440.000,70015573,"RL CI 5700/T01 1000X30,0 NE",720.000,CRM-DIVISORA,CRMDIV01,26.182,,0.000
CRM - Transformaçã,ABER,ZRRL,3826000005,50,,,1600090774,28/12/2021,30/12/2021,,0,70015573,"RL CI 5700/T01 1000X30,0 NE",720.000,70001946,CL CI 5700 1067X990 NE,38.772,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,26.182,,0.000
CRM - Transformaçã,LIB,ZRRL,3826000005,60,,,1600092069,05/11/2021,06/11/2021,,0,70015574,RL CI 5700/T01 1000X20/10 NE,800.000,70015573,"RL CI 5700/T01 1000X30,0 NE",400.000,CRM-DIVISORA,CRMDIV01,14.546,,0.000
CRM - Transformaçã,ABER,ZRRL,3826000005,30,,,1600096909,17/11/2021,19/11/2021,,0,70015574,RL CI 5700/T01 1000X20/10 NE,1 440.000,70015573,"RL CI 5700/T01 1000X30,0 NE",720.000,CRM-DIVISORA,CRMDIV01,26.182,,0.000
CRM - Transformaçã,ABER,ZRRL,3826000005,30,,,1600096910,17/11/2021,19/11/2021,,0,70015573,"RL CI 5700/T01 1000X30,0 NE",720.000,70001946,CL CI 5700 1067X990 NE,38.772,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,26.182,,0.000
CCS,LIB,ZCEQ,3826000001,10,STOCK H&O (Korko/Materia),LOGISTICA,1600082584,15/10/2021,15/10/2021,25/10/2021,202143,72000460,ES CC MOLDADO BOTE VELA 00 MATERIA,40.000,72000119,ES CC MOLDADO BOTE VELA MATERIA,40.000,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,0.667,PT,0.000
CCS,LIB,ZCEQ,3826000001,60,STOCK H&O (Korko/Materia),LOGISTICA,1600082585,15/10/2021,15/10/2021,25/10/2021,202143,72000426,ES CC MOLDADO TORNO 1 D=141 00 MATERIA,24.000,72000115,ES CC MOLDADO TORNO,24.000,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,1.600,PT,0.000
CCS,LIB,ZCEQ,3826000001,60,STOCK H&O (Korko/Materia),LOGISTICA,1600082585,15/10/2021,15/10/2021,25/10/2021,202143,72000426,ES CC MOLDADO TORNO 1 D=141 00 MATERIA,24.000,72000114,ES CC MOLDADO TAÇA/TORNO,24.000,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,1.600,PT,0.000
CCS,LIB,ZCEQ,3826000001,30,STOCK H&O (Korko/Materia),LOGISTICA,1600094051,08/10/2021,08/10/2021,25/10/2021,202143,72000824,ES CC  SENTA W00 CA MATERIA,10.000,72000094,ES CC  SENTA W00 MATERIA,10.000,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,0.400,PT,0.000
CCS,ABER,ZCEQ,3826000001,20,STOCK H&O (Korko/Materia),LOGISTICA,1600105850,03/12/2021,03/12/2021,25/10/2021,202150,72000443,ES CC MOLDADO BOTE IATE 00 MATERIA,40.000,72000118,ES CC MOLDADO BOTE IATE MATERIA,40.000,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,0.667,PT,0.000
CCS,ABER,ZCEQ,3826000001,70,STOCK H&O (Korko/Materia),LOGISTICA,1600105851,03/12/2021,03/12/2021,25/10/2021,202150,72000428,ES CC MOLDADO PINO CA MATERIA,60.000,72000370,ES CC MOLDADO OCL PINO NE MATERIA,60.000,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,2.000,PT,0.000
CCS,ABER,ZCMQ,3826000001,70,,,1600105852,03/12/2021,03/12/2021,,0,72000370,ES CC MOLDADO OCL PINO NE MATERIA,60.000,72000004,ES CC MOLDADO PINO MATERIA NE,60.000,CCS-DIVERSOS MAQUINAÇÃO,CCSDIVMQ,2.000,,0.000
CCS,ABER,ZCMQ,3826000001,70,,,1600105853,03/12/2021,03/12/2021,,0,72000004,ES CC MOLDADO PINO MATERIA NE,60.000,72000116,ES CC MOLDADO PINO MATERIA,60.000,CCS-CNC,CCSCNCMQ,3.000,,0.000
iCorkFactory,,KD,3823000867,10,"Amorim Top Series, S.A.-Top Series",DMEDEIROS,384907348,28/10/2021,28/10/2021,05/11/2021,0,75000064,GRAN REV PELLETS HDPE C/MF8 - N102 01,500.000,75000063,GRAN REV PELLETS HDPE C/MF8 - N102 NE,525.000,ICF - EMBALAGEM,ICFEMBAL,1.667,PT,0.000
iCorkFactory,,KD,3823000867,10,,,384907596,28/10/2021,28/10/2021,,0,75000063,GRAN REV PELLETS HDPE C/MF8 - N102 NE,525.000,41000284,"GRAN MF 8 0/0,3 75-95 HU SA CMP(A)",52.500,ICF - EXTRUSORA,ICFEXTRU,1.500,,0.000
GMT,ABER,ZGEB,3823000866,10,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109404,05/11/2021,05/11/2021,12/11/2021,202145,41000399,"GRAN BD 0,5/1 58-62 SE SA010",2 893.920,41000313,"GRAN BD 0,5/1 58-62 SE GR",2 893.920,GMT-EMBALAGEM,GMTEMBAL,2.894,US,0.000
CNM - Transformaçã,ABER,ZNER,3823000863,10,"SHAW INDUSTRIES GROUP, INC.",RFERNANDES,1600109335,26/11/2021,27/11/2021,06/12/2021,202149,70004340,"RL CC 8244/000 1220X5,8-15,25M 01",456.000,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",456.000,CNM-EMBALAGEM VSM,CNMVSMEB,11.254,US,0.000
CNM - Transformaçã,ABER,ZNVS,3823000863,10,,,1600109336,26/11/2021,27/11/2021,,0,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",456.000,70002818,CL CC 8244 1220X1100 NE,46.056,CNM-LAMINAGEM VSM,CNMVSMRL,11.254,,0.000
CRM - Transformaçã,ABER,ZRPE,3823000860,90,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109018,05/11/2021,05/11/2021,11/11/2021,202145,70006321,"PL CR S112/000 1270X500X35,0 01",16.000,70014632,"PL CR S112/S21 1270X500X35,0 NE",16.000,CRM-EMBALAGEM BORRACHA,CRMEMBPL,0.102,US,0.000
CRM - Transformaçã,ABER,ZRPL,3823000860,90,,,1600109019,05/11/2021,06/11/2021,,0,70014632,"PL CR S112/S21 1270X500X35,0 NE",16.000,70006491,"PL CR S112/000 1270X500X35,0 NE",16.000,CRM-LIXADORA BORRACHA,CRMLIXPL,0.320,,0.000
CRM - Transformaçã,ABER,ZRSE,3823000860,90,,,1600109020,05/11/2021,06/11/2021,,0,70006491,"PL CR S112/000 1270X500X35,0 NE",16.000,70024059,BL CR S112/000 1270X500X152 NE,5.334,CRM - SERRA 19,CRMSER19,0.533,,0.000
CRM - Transformaçã,ABER,ZRSE,3823000860,90,,,1600109021,05/11/2021,05/11/2021,,0,70024059,BL CR S112/000 1270X500X152 NE,5.334,70000872,BL CR S112/000 1270X1040X152 NE,2.667,CRM-SERRA 05,CRMSER05,0.178,,0.000
CRM - Transformaçã,ABER,ZRPL,3823000860,50,,,1600109032,30/11/2021,04/12/2021,,0,70006302,"PL CR 2549/T01 1270X760X1,6 NE",4 640.000,70001058,BL CR 2549/000 1270X760X152 NE,52.024,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,64.444,,0.000
CRM - Transformaçã,ABER,ZRPE,3823000860,50,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109033,03/12/2021,03/12/2021,11/11/2021,202149,70002934,"PL CR 2549/T01 1270X760X1,6 01",4 640.000,70006302,"PL CR 2549/T01 1270X760X1,6 NE",4 640.000,CRM-EMBALAGEM BORRACHA,CRMEMBPL,3.326,US,0.000
CNM - Transformaçã,ABER,ZNLE,3823000860,10,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109039,04/11/2021,06/11/2021,11/11/2021,202145,70000519,"RL CC 8245/000 1260X5,5-128M 01",50.000,70002823,CL CC 8245 1270X1100 NE,44.133,CNM-LAMINADORAS ROLOS,CNMLAMRL,25.000,US,0.000
CNM - Transformaçã,ABER,ZNER,3823000860,40,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109040,05/11/2021,05/11/2021,11/11/2021,202145,70002522,"RL CC 8245/000 1220X5,5-2,5M 01",30.000,70008764,"RL CC 8245/000 1220X5,5-2,5M NE",30.000,CNM-EMBALAGEM MR MANUAL,CNMEMBMM,0.200,US,0.000
CNM - Transformaçã,ABER,ZNMM,3823000860,40,,,1600109041,04/11/2021,04/11/2021,,0,70008764,"RL CC 8245/000 1220X5,5-2,5M NE",30.000,70008763,"RL CC 8245/000 1220X5,5 NE",75.780,CNM-REBOBINADOR MR MANUAL,CNMREBMM,1.000,,0.000
CNM - Transformaçã,ABER,ZNMM,3823000860,40,,,1600109042,04/11/2021,05/11/2021,,0,70008763,"RL CC 8245/000 1220X5,5 NE",75.780,70002819,CL CC 8245 1220X1100 NE,0.504,CNM-LAMINADORAS ROLOS,CNMLAMRL,0.357,,0.000
CNM - Transformaçã,ABER,ZNER,3823000860,80,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109043,05/11/2021,06/11/2021,11/11/2021,202145,70004539,"RL CI 5080/000 1067X2,4-26M 01",12.000,70008453,"RL CI 5080/000 1067X2,4- 26M NE",12.000,CNM-EMBALAGEM VSM,CNMVSMEB,0.400,US,0.000
CNM - Transformaçã,ABER,ZNVS,3823000860,80,,,1600109044,05/11/2021,06/11/2021,,0,70008453,"RL CI 5080/000 1067X2,4- 26M NE",12.000,70025920,CL CI 5080 1117X950 NE,1.236,CNM-LAMINAGEM VSM,CNMVSMRL,0.400,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000860,60,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109045,25/11/2021,26/11/2021,11/11/2021,202148,70004337,"PL CC 8403/000 915X610X5,8 04",4 200.000,70023033,"PL CC 8244/000 915X610X5,8 NE",4 200.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,4.038,US,0.000
CNM - Transformaçã,ABER,ZNRL,3823000860,60,,,1600109046,26/11/2021,26/11/2021,,0,70023033,"PL CC 8244/000 915X610X5,8 NE",4 200.000,70023032,"RL CC 8244/000 610X5,8 NE",3 898.440,CNM-SHEETER 2,CNMSHT02,8.400,,0.000
CNM - Transformaçã,ABER,ZNRL,3823000860,60,,,1600109047,26/11/2021,27/11/2021,,0,70023032,"RL CC 8244/000 610X5,8 NE",3 898.440,70002818,CL CC 8244 1220X1100 NE,12.702,CNM-LAMINADORAS ROLOS,CNMLAMRL,6.237,,0.000
CRM - Aglomeração,ABER,ZREI,3823000859,10,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109022,04/12/2021,04/12/2021,11/11/2021,202149,70001050,CL CI 5017 1370X990 00,6.000,70000903,CL CI 5017 1370X990 NE,6.000,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.000,US,0.000
CRM - Transformaçã,ABER,ZREI,3823000859,40,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109025,17/12/2021,18/12/2021,11/11/2021,202151,70001125,BL CR NC60/000 915X915X152 00,6.000,70000776,BL CR NC60/000 915X915X152 NE,6.000,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.100,US,0.000
CRM - Transformaçã,ABER,ZREI,3823000859,60,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109027,03/12/2021,04/12/2021,11/11/2021,202149,70001143,CL CI 5351 1370X990 00,6.000,70000907,CL CI 5351 1370X990 NE,6.000,CRM-EMBALAGEM INTEIROS,CRMEMBIN,3.000,US,0.000
CNM - Transformaçã,ABER,ZNEI,3823000859,160,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109036,17/12/2021,18/12/2021,23/12/2021,202151,70001773,BL CC 8003/000 940X640X250 02,64.000,70001618,BL CC 8003/000 940X640X250 NE,64.000,CNM-EMBALAGEM INTEIROS,CNMEMBIN,1.280,US,0.000
CNM - Transformaçã,ABER,ZNEI,3823000859,190,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109037,17/12/2021,17/12/2021,23/12/2021,202151,70002842,CL CC 8259 1372X1100 01,40.000,70002826,CL CC 8259 1372X1100 NE,40.000,CNM-EMBALAGEM INTEIROS,CNMEMBIN,0.000,US,0.000
CNM - Transformaçã,ABER,ZNEI,3823000859,200,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109038,17/12/2021,17/12/2021,23/12/2021,202151,70002855,CL CC 8245 1220X1100 01,13.000,70002819,CL CC 8245 1220X1100 NE,13.000,CNM-EMBALAGEM INTEIROS,CNMEMBIN,0.000,US,0.000
CRM - Transformaçã,ABER,ZREI,3823000859,80,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109053,09/12/2021,10/12/2021,11/11/2021,202150,70001174,CL CR H180 1067X635 00,2.000,70000913,CL CR H180 1067X635 NE,2.000,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.001,US,0.000
CRM - Transformaçã,ABER,ZREI,3823000859,90,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109054,23/12/2021,24/12/2021,11/11/2021,202152,70001226,BL CR 2549/000 915X915X152 00,30.000,70000861,BL CR 2549/000 915X915X152 NE,30.000,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.500,US,0.000
CRM - Transformaçã,ABER,ZREI,3823000859,110,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109056,18/11/2021,19/11/2021,11/11/2021,202147,70001274,"BL CR D113/000 915X915X51,0 00",6.000,70000797,"BL CR D113/000 915X915X51,0 NE",6.000,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.030,US,0.000
CRM - Aglomeração,ABER,ZREI,3823000859,140,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109059,16/12/2021,17/12/2021,23/12/2021,202151,70001365,CL CI 5015 1370X990 00,2.000,70000896,CL CI 5015 1370X990 NE,2.000,CRM-EMBALAGEM INTEIROS,CRMEMBIN,1.000,US,0.000
CRM - Aglomeração,ABER,ZREI,3823000859,170,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109061,16/12/2021,17/12/2021,23/12/2021,202151,70001978,BL CR CR76/000 1270X660X152 01,6.000,70001973,BL CR CR76/000 1270X660X152 NE,6.000,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.100,US,0.000
CRM - Transformaçã,ABER,ZREI,3823000859,210,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109062,23/12/2021,24/12/2021,23/12/2021,202152,70002937,BL CR H90L/000 915X915X152 01,12.000,70002925,BL CR H90L/000 915X915X152 NE,12.000,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.200,US,0.000
CRM - Transformaçã,ABER,ZREI,3823000859,220,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600109063,28/10/2021,29/10/2021,23/12/2021,202151,70002938,BL CR SP52/000 915X915X152 01,6.000,70002914,BL CR SP52/000 915X915X152 NE,6.000,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.100,US,0.000
CNM - Transformaçã,ABER,ZNER,3823000857,70,"Q.E.P. CO., INC.",RFERNANDES,1600108793,10/12/2021,11/12/2021,22/11/2021,202151,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",120.000,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",120.000,CNM-EMBALAGEM VSM,CNMVSMEB,2.961,US,0.000
CNM - Transformaçã,ABER,ZNVS,3823000857,70,,,1600108794,10/12/2021,11/12/2021,,0,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",120.000,70002818,CL CC 8244 1220X1100 NE,12.120,CNM-LAMINAGEM VSM,CNMVSMRL,2.961,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000857,60,"Q.E.P. CO., INC.",RFERNANDES,1600108795,17/12/2021,18/12/2021,22/11/2021,202151,70005454,"PL CI 5608/000 915X610X5,8 04",1 440.000,70006865,"PL CI 5608/000 915X610X5,8 NE",1 440.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,1.385,US,0.000
CNM - Transformaçã,ABER,ZNRL,3823000857,60,,,1600108796,17/12/2021,17/12/2021,,0,70006865,"PL CI 5608/000 915X610X5,8 NE",1 440.000,70023275,"RL CI 5608/000 610X5,8 NE",1 324.800,CNM-SHEETER 2,CNMSHT02,2.880,,0.000
CNM - Transformaçã,ABER,ZNRL,3823000857,60,,,1600108797,17/12/2021,18/12/2021,,0,70023275,"RL CI 5608/000 610X5,8 NE",1 324.800,70025433,CL CI 5608 1220X950 NE,6.202,CNM-LAMINADORAS ROLOS,CNMLAMRL,4.014,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000857,40,"Q.E.P. CO., INC.",RFERNANDES,1600108798,17/12/2021,18/12/2021,22/11/2021,202151,70004333,"PL CC 8403/000 915X610X11,7 00",1 200.000,70005774,"PL CC 8403/000 915X610X11,7 NE",1 200.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,2.500,US,0.000
CNM - Transformaçã,ABER,ZNPL,3823000857,40,,,1600108799,17/12/2021,18/12/2021,,0,70005774,"PL CC 8403/000 915X610X11,7 NE",1 200.000,70005513,BL CC 8403/ORT 915X610X250 NE,57.716,CNM-LAMINADORAS PLACAS,CNMLAMPL,3.252,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000857,30,"Q.E.P. CO., INC.",RFERNANDES,1600108800,17/12/2021,18/12/2021,22/11/2021,202151,70004993,"PL CC 8403/000 915X610X11,7 02",900.000,70005774,"PL CC 8403/000 915X610X11,7 NE",900.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,1.875,US,0.000
CNM - Transformaçã,ABER,ZNPL,3823000857,30,,,1600108801,17/12/2021,18/12/2021,,0,70005774,"PL CC 8403/000 915X610X11,7 NE",900.000,70005513,BL CC 8403/ORT 915X610X250 NE,43.287,CNM-LAMINADORAS PLACAS,CNMLAMPL,2.439,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000857,10,"Q.E.P. CO., INC.",RFERNANDES,1600108802,17/12/2021,18/12/2021,22/11/2021,202151,70004336,"PL CC 8403/000 915X610X5,8 03",2 400.000,70023033,"PL CC 8244/000 915X610X5,8 NE",2 400.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,2.308,US,0.000
CNM - Transformaçã,ABER,ZNEP,3823000857,20,"Q.E.P. CO., INC.",RFERNANDES,1600108803,17/12/2021,18/12/2021,22/11/2021,202151,70004994,"PL CC 8403/000 915X610X5,8 06",1 800.000,70023033,"PL CC 8244/000 915X610X5,8 NE",1 800.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,1.731,US,0.000
CNM - Transformaçã,ABER,ZNRL,3823000857,10,,,1600108804,17/12/2021,17/12/2021,,0,70023033,"PL CC 8244/000 915X610X5,8 NE",2 400.000,70023032,"RL CC 8244/000 610X5,8 NE",2 227.680,CNM-SHEETER 2,CNMSHT02,4.800,,0.000
CNM - Transformaçã,ABER,ZNRL,3823000857,20,,,1600108805,17/12/2021,17/12/2021,,0,70023033,"PL CC 8244/000 915X610X5,8 NE",1 800.000,70023032,"RL CC 8244/000 610X5,8 NE",1 670.760,CNM-SHEETER 2,CNMSHT02,3.600,,0.000
CNM - Transformaçã,ABER,ZNRL,3823000857,10,,,1600108806,17/12/2021,18/12/2021,,0,70023032,"RL CC 8244/000 610X5,8 NE",2 227.680,70002818,CL CC 8244 1220X1100 NE,7.258,CNM-LAMINADORAS ROLOS,CNMLAMRL,3.564,,0.000
CNM - Transformaçã,ABER,ZNRL,3823000857,20,,,1600108807,17/12/2021,18/12/2021,,0,70023032,"RL CC 8244/000 610X5,8 NE",1 670.760,70002818,CL CC 8244 1220X1100 NE,5.444,CNM-LAMINADORAS ROLOS,CNMLAMRL,2.673,,0.000
CCS,ABER,ZCEM,3823000857,50,"Q.E.P. CO., INC.",RFERNANDES,1600109239,19/11/2021,19/11/2021,22/11/2021,202151,70002196,"PL CC 8403/000 915X610X6,0 01",1 280.000,70003736,"PL CC 8403/000 915X610X6,0 NE",1 280.000,CCS-EMBALAGEM MEMOS,CCSEMBME,0.640,US,0.000
CNM - Transformaçã,ABER,ZNPL,3823000857,50,,,1600109260,19/11/2021,20/11/2021,,0,70003736,"PL CC 8403/000 915X610X6,0 NE",1 280.000,70005513,BL CC 8403/ORT 915X610X250 NE,31.532,CNM-LAMINADORAS PLACAS,CNMLAMPL,2.916,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000856,30,"Q.E.P. CO., INC.",RFERNANDES,1600108777,24/12/2021,25/12/2021,04/01/2022,202201,70004993,"PL CC 8403/000 915X610X11,7 02",900.000,70005774,"PL CC 8403/000 915X610X11,7 NE",900.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,1.875,US,0.000
CNM - Transformaçã,ABER,ZNPL,3823000856,30,,,1600108778,24/12/2021,25/12/2021,,0,70005774,"PL CC 8403/000 915X610X11,7 NE",900.000,70005513,BL CC 8403/ORT 915X610X250 NE,43.287,CNM-LAMINADORAS PLACAS,CNMLAMPL,2.439,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000856,40,"Q.E.P. CO., INC.",RFERNANDES,1600108779,24/12/2021,25/12/2021,04/01/2022,202201,70004333,"PL CC 8403/000 915X610X11,7 00",1 200.000,70005774,"PL CC 8403/000 915X610X11,7 NE",1 200.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,2.500,US,0.000
CNM - Transformaçã,ABER,ZNPL,3823000856,40,,,1600108780,24/12/2021,25/12/2021,,0,70005774,"PL CC 8403/000 915X610X11,7 NE",1 200.000,70005513,BL CC 8403/ORT 915X610X250 NE,57.716,CNM-LAMINADORAS PLACAS,CNMLAMPL,3.252,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000856,50,"Q.E.P. CO., INC.",RFERNANDES,1600108781,24/12/2021,25/12/2021,04/01/2022,202201,70005454,"PL CI 5608/000 915X610X5,8 04",2 880.000,70006865,"PL CI 5608/000 915X610X5,8 NE",2 880.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,2.769,US,0.000
