Nome planejador,Status ordem de produção,Tipo de Ordem de produção/planeada,Ordem Venda / Transferência,Item OV/Transferência,Ship to,Responsável SAC,Ordem de produção / planeada,Data-base do início,Data-base do fim,Data desejada de saída de mercadoria,Semana saída de mercadoria,Material de produção,Texto breve de material,Quantidade total da ordem,Componente,Descritivo componente,Qtd.necessária,Descritivo de Centro de Trabalho,Centro de trabalho,Duração da operação,País Destino,Quantidade fornecida ordem de produção
CCS,,LA,,0,,,384909109,18/10/2021,18/10/2021,,0,72001776,ES CC M MEIO CILINDRO MOLD NE,27 522.000,41000954,"GRAN MF 5 0,2/0,5 50-70 HU GR FMC",75.140,CCS-MOLDAÇÃO,CCSMOLDA,25.111,,0.000
CCS,,LA,,0,,,384909109,18/10/2021,18/10/2021,,0,72001776,ES CC M MEIO CILINDRO MOLD NE,27 522.000,41000955,"GRAN BD ESP 0,5/1 50-55 SE GR FMC",75.140,CCS-MOLDAÇÃO,CCSMOLDA,25.111,,0.000
CCS,,LA,,0,,,384909110,18/10/2021,18/10/2021,,0,72001778,ES CC M CILINDRO GRANDE MOLD NE,20 252.000,41000954,"GRAN MF 5 0,2/0,5 50-70 HU GR FMC",205.360,CCS-MOLDAÇÃO,CCSMOLDA,44.315,,0.000
CCS,,LA,,0,,,384909110,18/10/2021,18/10/2021,,0,72001778,ES CC M CILINDRO GRANDE MOLD NE,20 252.000,41000955,"GRAN BD ESP 0,5/1 50-55 SE GR FMC",205.360,CCS-MOLDAÇÃO,CCSMOLDA,44.315,,0.000
CNM - Aglomeração,,LA,,0,,,384909122,17/12/2021,17/12/2021,,0,70000605,BL CC 8512/000 950X650X200 NE,30.233,41000314,GRAN BD 1/2 58-62 SE GR,1 024.910,CNM-AGLOMERAÇÃO BL2,CNMAGBL2,1.564,,0.000
CNM - Aglomeração,,LA,,0,,,384909122,17/12/2021,17/12/2021,,0,70000605,BL CC 8512/000 950X650X200 NE,30.233,AS_AGL_8512,AS_AGL_8512,1 079.320,CNM-AGLOMERAÇÃO BL2,CNMAGBL2,1.564,,0.000
CRM - Aglomeração,,LA,,0,,,384909124,03/12/2021,03/12/2021,,0,70000903,CL CI 5017 1370X990 NE,4.411,45000004,GRAN N/ CORT PNEU 0.6/0.8,2 169.010,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,2.774,,0.000
CRM - Aglomeração,,LA,,0,,,384909124,03/12/2021,03/12/2021,,0,70000903,CL CI 5017 1370X990 NE,4.411,42000026,REGRAN CR 0/2 GR DIV,2 042.750,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,2.774,,0.000
CRM - Aglomeração,,LA,,0,,,384909124,03/12/2021,03/12/2021,,0,70000903,CL CI 5017 1370X990 NE,4.411,AS_AGL_5017_DS,AS_AGL_5017_DS,4 675.090,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,2.774,,0.000
CNM - Aglomeração,,LA,,0,,,384909142,12/11/2021,12/11/2021,,0,70002826,CL CC 8259 1372X1100 NE,3.246,41000314,GRAN BD 1/2 58-62 SE GR,710.090,CNM-AG/CILINDROS,CNMAGLCI,0.660,,0.000
CNM - Aglomeração,,LA,,0,,,384909142,12/11/2021,12/11/2021,,0,70002826,CL CC 8259 1372X1100 NE,3.246,AS_AGL_8259,AS_AGL_8259 BD 1/2 + A-5,791.700,CNM-AG/CILINDROS,CNMAGLCI,0.660,,0.000
CNM - Aglomeração,,LA,,0,,,384909143,19/11/2021,19/11/2021,,0,70002826,CL CC 8259 1372X1100 NE,14.571,AS_AGL_8259,AS_AGL_8259 BD 1/2 + A-5,3 553.870,CNM-AG/CILINDROS,CNMAGLCI,2.962,,0.000
CNM - Aglomeração,,LA,,0,,,384909143,19/11/2021,19/11/2021,,0,70002826,CL CC 8259 1372X1100 NE,14.571,41000314,GRAN BD 1/2 58-62 SE GR,3 187.500,CNM-AG/CILINDROS,CNMAGLCI,2.962,,0.000
CNM - Aglomeração,,LA,,0,,,384909144,26/11/2021,26/11/2021,,0,70002826,CL CC 8259 1372X1100 NE,20.673,AS_AGL_8259,AS_AGL_8259 BD 1/2 + A-5,5 042.150,CNM-AG/CILINDROS,CNMAGLCI,4.202,,0.000
CNM - Aglomeração,,LA,,0,,,384909144,26/11/2021,26/11/2021,,0,70002826,CL CC 8259 1372X1100 NE,20.673,41000314,GRAN BD 1/2 58-62 SE GR,4 522.350,CNM-AG/CILINDROS,CNMAGLCI,4.202,,0.000
CNM - Aglomeração,,LA,,0,,,384909145,10/12/2021,10/12/2021,,0,70002826,CL CC 8259 1372X1100 NE,14.573,41000314,GRAN BD 1/2 58-62 SE GR,3 187.940,CNM-AG/CILINDROS,CNMAGLCI,2.962,,0.000
CNM - Aglomeração,,LA,,0,,,384909145,10/12/2021,10/12/2021,,0,70002826,CL CC 8259 1372X1100 NE,14.573,AS_AGL_8259,AS_AGL_8259 BD 1/2 + A-5,3 554.360,CNM-AG/CILINDROS,CNMAGLCI,2.962,,0.000
CNM - Aglomeração,,LA,,0,,,384909146,17/12/2021,17/12/2021,,0,70002826,CL CC 8259 1372X1100 NE,60.673,AS_AGL_8259,AS_AGL_8259 BD 1/2 + A-5,14 798.150,CNM-AG/CILINDROS,CNMAGLCI,12.332,,0.000
CNM - Aglomeração,,LA,,0,,,384909146,17/12/2021,17/12/2021,,0,70002826,CL CC 8259 1372X1100 NE,60.673,41000314,GRAN BD 1/2 58-62 SE GR,13 272.570,CNM-AG/CILINDROS,CNMAGLCI,12.332,,0.000
CNM - Aglomeração,,LA,,0,,,384909155,04/11/2021,04/11/2021,,0,70005432,BL CI 5404/000 950X650X200 NE,227.000,42000021,"REGRAN CI EVA 0,5/4 HD GR",3 109.900,CNM-AGLOMERAÇÃO BL2,CNMAGBL2,12.611,,0.000
CNM - Aglomeração,,LA,,0,,,384909155,04/11/2021,04/11/2021,,0,70005432,BL CI 5404/000 950X650X200 NE,227.000,45000005,GRAN N/ CORT PNEU 0.8/2.5,11 667.800,CNM-AGLOMERAÇÃO BL2,CNMAGBL2,12.611,,0.000
CNM - Aglomeração,,LA,,0,,,384909155,04/11/2021,04/11/2021,,0,70005432,BL CI 5404/000 950X650X200 NE,227.000,41000304,GRAN MD 2/4 65-75 SE-FA GR,771.800,CNM-AGLOMERAÇÃO BL2,CNMAGBL2,12.611,,0.000
CNM - Aglomeração,,LA,,0,,,384909155,04/11/2021,04/11/2021,,0,70005432,BL CI 5404/000 950X650X200 NE,227.000,AS_AGL_5404,AS_AGL_5404 LOTE 2/4 F + PNEU,17 025.000,CNM-AGLOMERAÇÃO BL2,CNMAGBL2,12.611,,0.000
CNM - Aglomeração,,LA,,0,,,384909156,12/11/2021,12/11/2021,,0,70005432,BL CI 5404/000 950X650X200 NE,29.000,41000304,GRAN MD 2/4 65-75 SE-FA GR,98.600,CNM-AGLOMERAÇÃO BL2,CNMAGBL2,1.611,,0.000
CNM - Aglomeração,,LA,,0,,,384909156,12/11/2021,12/11/2021,,0,70005432,BL CI 5404/000 950X650X200 NE,29.000,45000005,GRAN N/ CORT PNEU 0.8/2.5,1 490.600,CNM-AGLOMERAÇÃO BL2,CNMAGBL2,1.611,,0.000
CNM - Aglomeração,,LA,,0,,,384909156,12/11/2021,12/11/2021,,0,70005432,BL CI 5404/000 950X650X200 NE,29.000,42000021,"REGRAN CI EVA 0,5/4 HD GR",397.300,CNM-AGLOMERAÇÃO BL2,CNMAGBL2,1.611,,0.000
CNM - Aglomeração,,LA,,0,,,384909156,12/11/2021,12/11/2021,,0,70005432,BL CI 5404/000 950X650X200 NE,29.000,AS_AGL_5404,AS_AGL_5404 LOTE 2/4 F + PNEU,2 175.000,CNM-AGLOMERAÇÃO BL2,CNMAGBL2,1.611,,0.000
CNM - Aglomeração,,LA,,0,,,384909157,18/11/2021,18/11/2021,,0,70005432,BL CI 5404/000 950X650X200 NE,375.000,AS_AGL_5404,AS_AGL_5404 LOTE 2/4 F + PNEU,28 125.000,CNM-AGLOMERAÇÃO BL2,CNMAGBL2,20.833,,0.000
CNM - Aglomeração,,LA,,0,,,384909157,18/11/2021,18/11/2021,,0,70005432,BL CI 5404/000 950X650X200 NE,375.000,45000005,GRAN N/ CORT PNEU 0.8/2.5,19 275.000,CNM-AGLOMERAÇÃO BL2,CNMAGBL2,20.833,,0.000
CNM - Aglomeração,,LA,,0,,,384909157,18/11/2021,18/11/2021,,0,70005432,BL CI 5404/000 950X650X200 NE,375.000,41000304,GRAN MD 2/4 65-75 SE-FA GR,1 275.000,CNM-AGLOMERAÇÃO BL2,CNMAGBL2,20.833,,0.000
CNM - Aglomeração,,LA,,0,,,384909157,18/11/2021,18/11/2021,,0,70005432,BL CI 5404/000 950X650X200 NE,375.000,42000021,"REGRAN CI EVA 0,5/4 HD GR",5 137.500,CNM-AGLOMERAÇÃO BL2,CNMAGBL2,20.833,,0.000
CNM - Aglomeração,,LA,,0,,,384909158,26/11/2021,26/11/2021,,0,70005432,BL CI 5404/000 950X650X200 NE,274.000,45000005,GRAN N/ CORT PNEU 0.8/2.5,14 083.600,CNM-AGLOMERAÇÃO BL2,CNMAGBL2,15.222,,0.000
CNM - Aglomeração,,LA,,0,,,384909158,26/11/2021,26/11/2021,,0,70005432,BL CI 5404/000 950X650X200 NE,274.000,AS_AGL_5404,AS_AGL_5404 LOTE 2/4 F + PNEU,20 550.000,CNM-AGLOMERAÇÃO BL2,CNMAGBL2,15.222,,0.000
CNM - Aglomeração,,LA,,0,,,384909158,26/11/2021,26/11/2021,,0,70005432,BL CI 5404/000 950X650X200 NE,274.000,42000021,"REGRAN CI EVA 0,5/4 HD GR",3 753.800,CNM-AGLOMERAÇÃO BL2,CNMAGBL2,15.222,,0.000
CNM - Aglomeração,,LA,,0,,,384909158,26/11/2021,26/11/2021,,0,70005432,BL CI 5404/000 950X650X200 NE,274.000,41000304,GRAN MD 2/4 65-75 SE-FA GR,931.600,CNM-AGLOMERAÇÃO BL2,CNMAGBL2,15.222,,0.000
CNM - Transformaçã,,LA,,0,,,384909172,18/11/2021,18/11/2021,,0,70005521,BL CC 8002/ORT 1000X500X210 NE,498.000,70000681,BL CC 8002/000 1030X530X210 NE,498.000,CNM-RETIFICADORA BLOCOS,CNMRETBL,10.826,,0.000
CNM - Transformaçã,,LA,,0,,,384909173,17/12/2021,17/12/2021,,0,70005521,BL CC 8002/ORT 1000X500X210 NE,446.000,70000681,BL CC 8002/000 1030X530X210 NE,446.000,CNM-RETIFICADORA BLOCOS,CNMRETBL,9.696,,0.000
CHC,,LA,,0,,,384909178,28/10/2021,02/11/2021,,0,70008580,"RL CC P 0052/000 2200X1,1 NE",36 000.000,AS_AGL_00P5,AS_AGL_00P5,33 910.590,CHC-MISTURADOR,CHCMISTU,85.714,,0.000
CHC,,LA,,0,,,384909178,28/10/2021,02/11/2021,,0,70008580,"RL CC P 0052/000 2200X1,1 NE",36 000.000,41000587,"GRAN AD 0,5/1 100-120 SE GR PEFC",36 848.070,CHC-MISTURADOR,CHCMISTU,85.714,,0.000
CHC,,LA,,0,,,384909179,09/11/2021,12/11/2021,,0,70008580,"RL CC P 0052/000 2200X1,1 NE",28 000.000,AS_AGL_00P5,AS_AGL_00P5,26 374.910,CHC-MISTURADOR,CHCMISTU,66.667,,0.000
CHC,,LA,,0,,,384909179,09/11/2021,12/11/2021,,0,70008580,"RL CC P 0052/000 2200X1,1 NE",28 000.000,41000587,"GRAN AD 0,5/1 100-120 SE GR PEFC",28 659.620,CHC-MISTURADOR,CHCMISTU,66.667,,0.000
CHC,,LA,,0,,,384909180,16/11/2021,19/11/2021,,0,70008580,"RL CC P 0052/000 2200X1,1 NE",28 000.000,AS_AGL_00P5,AS_AGL_00P5,26 374.910,CHC-MISTURADOR,CHCMISTU,66.667,,0.000
CHC,,LA,,0,,,384909180,16/11/2021,19/11/2021,,0,70008580,"RL CC P 0052/000 2200X1,1 NE",28 000.000,41000587,"GRAN AD 0,5/1 100-120 SE GR PEFC",28 659.620,CHC-MISTURADOR,CHCMISTU,66.667,,0.000
CHC,,LA,,0,,,384909181,22/11/2021,25/11/2021,,0,70008580,"RL CC P 0052/000 2200X1,1 NE",28 800.000,AS_AGL_00P5,AS_AGL_00P5,27 128.480,CHC-MISTURADOR,CHCMISTU,68.571,,0.000
CHC,,LA,,0,,,384909181,22/11/2021,25/11/2021,,0,70008580,"RL CC P 0052/000 2200X1,1 NE",28 800.000,41000587,"GRAN AD 0,5/1 100-120 SE GR PEFC",29 478.460,CHC-MISTURADOR,CHCMISTU,68.571,,0.000
CHC,,LA,,0,,,384909182,29/11/2021,03/12/2021,,0,70008580,"RL CC P 0052/000 2200X1,1 NE",28 000.000,41000587,"GRAN AD 0,5/1 100-120 SE GR PEFC",28 659.620,CHC-MISTURADOR,CHCMISTU,66.667,,0.000
CHC,,LA,,0,,,384909182,29/11/2021,03/12/2021,,0,70008580,"RL CC P 0052/000 2200X1,1 NE",28 000.000,AS_AGL_00P5,AS_AGL_00P5,26 374.910,CHC-MISTURADOR,CHCMISTU,66.667,,0.000
CHC,,LA,,0,,,384909183,06/12/2021,10/12/2021,,0,70008580,"RL CC P 0052/000 2200X1,1 NE",28 000.000,AS_AGL_00P5,AS_AGL_00P5,26 374.910,CHC-MISTURADOR,CHCMISTU,66.667,,0.000
CHC,,LA,,0,,,384909183,06/12/2021,10/12/2021,,0,70008580,"RL CC P 0052/000 2200X1,1 NE",28 000.000,41000587,"GRAN AD 0,5/1 100-120 SE GR PEFC",28 659.620,CHC-MISTURADOR,CHCMISTU,66.667,,0.000
CHC,,LA,,0,,,384909184,21/12/2021,21/12/2021,,0,70008580,"RL CC P 0052/000 2200X1,1 NE",8 800.000,41000587,"GRAN AD 0,5/1 100-120 SE GR PEFC",9 007.310,CHC-MISTURADOR,CHCMISTU,20.952,,0.000
CHC,,LA,,0,,,384909184,21/12/2021,21/12/2021,,0,70008580,"RL CC P 0052/000 2200X1,1 NE",8 800.000,AS_AGL_00P5,AS_AGL_00P5,8 289.260,CHC-MISTURADOR,CHCMISTU,20.952,,0.000
CHC,,LA,,0,,,384909185,28/12/2021,31/12/2021,,0,70008580,"RL CC P 0052/000 2200X1,1 NE",28 800.000,AS_AGL_00P5,AS_AGL_00P5,27 128.480,CHC-MISTURADOR,CHCMISTU,68.571,,0.000
CHC,,LA,,0,,,384909185,28/12/2021,31/12/2021,,0,70008580,"RL CC P 0052/000 2200X1,1 NE",28 800.000,41000587,"GRAN AD 0,5/1 100-120 SE GR PEFC",29 478.460,CHC-MISTURADOR,CHCMISTU,68.571,,0.000
CCS,,LA,,0,,,384909188,18/10/2021,18/10/2021,,0,70011423,"PL ML C221/000 570X375X7,0 NE",304.000,70009375,"PL ML C221/000 770X568X7,0 NE",152.000,CCS-SECCIONADORA,CCSSECME,0.367,,0.000
CCS,,LA,,0,,,384909189,03/12/2021,03/12/2021,,0,70011423,"PL ML C221/000 570X375X7,0 NE",1 000.000,70009375,"PL ML C221/000 770X568X7,0 NE",500.000,CCS-SECCIONADORA,CCSSECME,1.206,,0.000
CRM - Aglomeração,,LA,,0,,,384909215,29/10/2021,29/10/2021,,0,46000163,MF CR CM80 FCE NE,3.000,46000164,PG CR CM80 NE,15.000,CRM-MISTURAÇÃO L2,CRMMISL2,0.500,,0.000
CRM - Aglomeração,,LA,,0,,,384909216,11/11/2021,11/11/2021,,0,46000163,MF CR CM80 FCE NE,8.000,46000164,PG CR CM80 NE,40.000,CRM-MISTURAÇÃO L2,CRMMISL2,1.333,,0.000
CRM - Aglomeração,,LA,,0,,,384909217,12/11/2021,12/11/2021,,0,46000163,MF CR CM80 FCE NE,10.000,46000164,PG CR CM80 NE,50.000,CRM-MISTURAÇÃO L2,CRMMISL2,1.667,,0.000
CRM - Aglomeração,,LA,,0,,,384909218,12/11/2021,12/11/2021,,0,46000163,MF CR CM80 FCE NE,16.000,46000164,PG CR CM80 NE,80.000,CRM-MISTURAÇÃO L2,CRMMISL2,2.667,,0.000
CRM - Aglomeração,,LA,,0,,,384909219,19/11/2021,19/11/2021,,0,46000163,MF CR CM80 FCE NE,1.000,46000164,PG CR CM80 NE,5.000,CRM-MISTURAÇÃO L2,CRMMISL2,0.167,,0.000
CRM - Aglomeração,,LA,,0,,,384909220,03/12/2021,03/12/2021,,0,46000163,MF CR CM80 FCE NE,16.000,46000164,PG CR CM80 NE,80.000,CRM-MISTURAÇÃO L2,CRMMISL2,2.667,,0.000
CRM - Aglomeração,,LA,,0,,,384909221,16/12/2021,16/12/2021,,0,46000163,MF CR CM80 FCE NE,8.000,46000164,PG CR CM80 NE,40.000,CRM-MISTURAÇÃO L2,CRMMISL2,1.333,,0.000
CRM - Aglomeração,,LA,,0,,,384909222,17/12/2021,17/12/2021,,0,46000163,MF CR CM80 FCE NE,1.000,46000164,PG CR CM80 NE,5.000,CRM-MISTURAÇÃO L2,CRMMISL2,0.167,,0.000
CNM - Aglomeração,,LA,,0,,,384909228,18/11/2021,18/11/2021,,0,70000681,BL CC 8002/000 1030X530X210 NE,401.000,AS_AGL_8002_2,AS_AGL_8002 LOTE 2/6 + A-5,8 661.600,CNM-AGLOMERAÇÃO BL3,CNMAGBL3,17.822,,0.000
CNM - Aglomeração,,LA,,0,,,384909228,18/11/2021,18/11/2021,,0,70000681,BL CC 8002/000 1030X530X210 NE,401.000,41000305,GRAN MD 2/6 65-75 SE GR,7 798.420,CNM-AGLOMERAÇÃO BL3,CNMAGBL3,17.822,,0.000
CNM - Aglomeração,,LA,,0,,,384909229,17/12/2021,17/12/2021,,0,70000681,BL CC 8002/000 1030X530X210 NE,446.000,AS_AGL_8002_2,AS_AGL_8002 LOTE 2/6 + A-5,9 633.600,CNM-AGLOMERAÇÃO BL3,CNMAGBL3,19.822,,0.000
CNM - Aglomeração,,LA,,0,,,384909229,17/12/2021,17/12/2021,,0,70000681,BL CC 8002/000 1030X530X210 NE,446.000,41000305,GRAN MD 2/6 65-75 SE GR,8 673.560,CNM-AGLOMERAÇÃO BL3,CNMAGBL3,19.822,,0.000
CRM - Aglomeração,,LA,,0,,,384909236,29/10/2021,29/10/2021,,0,70000909,CL CR H160 1067X635 NE,12.300,46000210,MF CR H160 CL NE,33.000,CRM-CALANDRADOS,CRMAGCAL,2.200,,0.000
CRM - Aglomeração,,LA,,0,,,384909237,05/11/2021,05/11/2021,,0,70000909,CL CR H160 1067X635 NE,12.000,46000210,MF CR H160 CL NE,32.000,CRM-CALANDRADOS,CRMAGCAL,2.147,,0.000
CRM - Aglomeração,,LA,,0,,,384909238,19/11/2021,19/11/2021,,0,70000909,CL CR H160 1067X635 NE,7.302,46000210,MF CR H160 CL NE,20.000,CRM-CALANDRADOS,CRMAGCAL,1.306,,0.000
CRM - Aglomeração,,LA,,0,,,384909239,03/12/2021,03/12/2021,,0,70000909,CL CR H160 1067X635 NE,4.000,46000210,MF CR H160 CL NE,11.000,CRM-CALANDRADOS,CRMAGCAL,0.716,,0.000
CRM - Aglomeração,,LA,,0,,,384909240,17/12/2021,17/12/2021,,0,70000909,CL CR H160 1067X635 NE,1.209,46000210,MF CR H160 CL NE,4.000,CRM-CALANDRADOS,CRMAGCAL,0.216,,0.000
CNM - Aglomeração,,LA,,0,,,384909245,27/10/2021,27/10/2021,,0,70001617,BL CC 8002/000 940X640X250 NE,256.000,41000305,GRAN MD 2/6 65-75 SE GR,6 707.200,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,11.130,,0.000
CNM - Aglomeração,,LA,,0,,,384909245,27/10/2021,27/10/2021,,0,70001617,BL CC 8002/000 940X640X250 NE,256.000,AS_AGL_8002_2,AS_AGL_8002 LOTE 2/6 + A-5,7 449.600,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,11.130,,0.000
CNM - Aglomeração,,LA,,0,,,384909246,12/11/2021,12/11/2021,,0,70001617,BL CC 8002/000 940X640X250 NE,372.000,AS_AGL_8002_2,AS_AGL_8002 LOTE 2/6 + A-5,10 825.200,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,16.174,,0.000
CNM - Aglomeração,,LA,,0,,,384909246,12/11/2021,12/11/2021,,0,70001617,BL CC 8002/000 940X640X250 NE,372.000,41000305,GRAN MD 2/6 65-75 SE GR,9 746.400,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,16.174,,0.000
CNM - Aglomeração,,LA,,0,,,384909247,25/11/2021,26/11/2021,,0,70001617,BL CC 8002/000 940X640X250 NE,744.000,AS_AGL_8002_2,AS_AGL_8002 LOTE 2/6 + A-5,21 650.400,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,32.348,,0.000
CNM - Aglomeração,,LA,,0,,,384909247,25/11/2021,26/11/2021,,0,70001617,BL CC 8002/000 940X640X250 NE,744.000,41000305,GRAN MD 2/6 65-75 SE GR,19 492.800,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,32.348,,0.000
CNM - Aglomeração,,LA,,0,,,384909248,03/12/2021,03/12/2021,,0,70001617,BL CC 8002/000 940X640X250 NE,62.000,AS_AGL_8002_2,AS_AGL_8002 LOTE 2/6 + A-5,1 804.200,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,2.696,,0.000
CNM - Aglomeração,,LA,,0,,,384909248,03/12/2021,03/12/2021,,0,70001617,BL CC 8002/000 940X640X250 NE,62.000,41000305,GRAN MD 2/6 65-75 SE GR,1 624.400,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,2.696,,0.000
CNM - Aglomeração,,LA,,0,,,384909249,07/12/2021,09/12/2021,,0,70001617,BL CC 8002/000 940X640X250 NE,905.000,41000305,GRAN MD 2/6 65-75 SE GR,23 711.000,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,39.348,,0.000
CNM - Aglomeração,,LA,,0,,,384909249,07/12/2021,09/12/2021,,0,70001617,BL CC 8002/000 940X640X250 NE,905.000,AS_AGL_8002_2,AS_AGL_8002 LOTE 2/6 + A-5,26 335.500,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,39.348,,0.000
CRM - Aglomeração,,LA,,0,,,384909251,27/10/2021,27/10/2021,,0,70002289,CL CI 5057 1067X990 NE,48.140,45000004,GRAN N/ CORT PNEU 0.6/0.8,21 105.990,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,20.227,,0.000
CRM - Aglomeração,,LA,,0,,,384909251,27/10/2021,27/10/2021,,0,70002289,CL CI 5057 1067X990 NE,48.140,AS_AGL_5057_2,AS_AGL_5057_MD05/1,28 267.960,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,20.227,,0.000
CRM - Aglomeração,,LA,,0,,,384909251,27/10/2021,27/10/2021,,0,70002289,CL CI 5057 1067X990 NE,48.140,41000322,"GRAN MD 0,5/1 75-85 SE GR",3 263.490,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,20.227,,0.000
CRM - Aglomeração,,LA,,0,,,384909252,12/11/2021,12/11/2021,,0,70002289,CL CI 5057 1067X990 NE,1.497,AS_AGL_5057_2,AS_AGL_5057_MD05/1,879.050,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,0.629,,0.000
CRM - Aglomeração,,LA,,0,,,384909252,12/11/2021,12/11/2021,,0,70002289,CL CI 5057 1067X990 NE,1.497,45000004,GRAN N/ CORT PNEU 0.6/0.8,656.340,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,0.629,,0.000
CRM - Aglomeração,,LA,,0,,,384909252,12/11/2021,12/11/2021,,0,70002289,CL CI 5057 1067X990 NE,1.497,41000322,"GRAN MD 0,5/1 75-85 SE GR",101.490,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,0.629,,0.000
CRM - Aglomeração,,LA,,0,,,384909253,26/11/2021,26/11/2021,,0,70002289,CL CI 5057 1067X990 NE,4.610,45000004,GRAN N/ CORT PNEU 0.6/0.8,2 021.170,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,1.937,,0.000
CRM - Aglomeração,,LA,,0,,,384909253,26/11/2021,26/11/2021,,0,70002289,CL CI 5057 1067X990 NE,4.610,AS_AGL_5057_2,AS_AGL_5057_MD05/1,2 707.010,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,1.937,,0.000
CRM - Aglomeração,,LA,,0,,,384909253,26/11/2021,26/11/2021,,0,70002289,CL CI 5057 1067X990 NE,4.610,41000322,"GRAN MD 0,5/1 75-85 SE GR",312.520,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,1.937,,0.000
CRM - Aglomeração,,LA,,0,,,384909254,03/12/2021,03/12/2021,,0,70002289,CL CI 5057 1067X990 NE,0.963,41000322,"GRAN MD 0,5/1 75-85 SE GR",65.290,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,0.405,,0.000
CRM - Aglomeração,,LA,,0,,,384909254,03/12/2021,03/12/2021,,0,70002289,CL CI 5057 1067X990 NE,0.963,AS_AGL_5057_2,AS_AGL_5057_MD05/1,565.480,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,0.405,,0.000
CRM - Aglomeração,,LA,,0,,,384909254,03/12/2021,03/12/2021,,0,70002289,CL CI 5057 1067X990 NE,0.963,45000004,GRAN N/ CORT PNEU 0.6/0.8,422.210,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,0.405,,0.000
CRM - Aglomeração,,LA,,0,,,384909255,10/12/2021,10/12/2021,,0,70002289,CL CI 5057 1067X990 NE,1.873,AS_AGL_5057_2,AS_AGL_5057_MD05/1,1 099.840,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,0.787,,0.000
CRM - Aglomeração,,LA,,0,,,384909255,10/12/2021,10/12/2021,,0,70002289,CL CI 5057 1067X990 NE,1.873,41000322,"GRAN MD 0,5/1 75-85 SE GR",126.980,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,0.787,,0.000
CRM - Aglomeração,,LA,,0,,,384909255,10/12/2021,10/12/2021,,0,70002289,CL CI 5057 1067X990 NE,1.873,45000004,GRAN N/ CORT PNEU 0.6/0.8,821.190,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,0.787,,0.000
CRM - Aglomeração,,LA,,0,,,384909256,17/12/2021,17/12/2021,,0,70002289,CL CI 5057 1067X990 NE,16.632,AS_AGL_5057_2,AS_AGL_5057_MD05/1,9 766.370,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,6.988,,0.000
CRM - Aglomeração,,LA,,0,,,384909256,17/12/2021,17/12/2021,,0,70002289,CL CI 5057 1067X990 NE,16.632,45000004,GRAN N/ CORT PNEU 0.6/0.8,7 291.960,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,6.988,,0.000
CRM - Aglomeração,,LA,,0,,,384909256,17/12/2021,17/12/2021,,0,70002289,CL CI 5057 1067X990 NE,16.632,41000322,"GRAN MD 0,5/1 75-85 SE GR",1 127.520,CRM-CIL.AGLOM.DS/RR,CRMAGLDS,6.988,,0.000
CNM - Aglomeração,,LA,,0,,,384909266,22/10/2021,22/10/2021,,0,70003386,BL CC 8445/000 940X640X250 NE,35.000,AS_AGL_8445,AS_AGL_8445,1 162.000,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,1.707,,0.000
CNM - Aglomeração,,LA,,0,,,384909266,22/10/2021,22/10/2021,,0,70003386,BL CC 8445/000 940X640X250 NE,35.000,41000305,GRAN MD 2/6 65-75 SE GR,528.500,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,1.707,,0.000
CNM - Aglomeração,,LA,,0,,,384909266,22/10/2021,22/10/2021,,0,70003386,BL CC 8445/000 940X640X250 NE,35.000,41000315,GRAN BD 2/3 65-70 SE GR,563.500,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,1.707,,0.000
