col1
1600091068.0
1600094295.0
1600101288.0
1600099763.0
1600093766.0
1600101953.0
1600100149.0
1600094232.0
1600094230.0
1600095739.0
1600094228.0
1600101398.0
1600095737.0
1600102430.0
1600093643.0
1600093642.0
1600095150.0
1600090273.0
1600095148.0
1600091518.0
1600107033.0
1600107032.0
1600071000.0
1600107030.0
1600102199.0
1600108481.0
1600099180.0
1600102182.0
1600095039.0
1600107994.0
1600108482.0
1600094762.0
1600091395.0
1600094853.0
1600089332.0
1600100645.0
1600108297.0
1600089287.0
1600102252.0
1600105901.0
1600089271.0
1600099815.0
1600099814.0
1600087129.0
1600088154.0
1600108062.0
1600088156.0
1600107376.0
1600094910.0
1600108617.0
1600094133.0
1600094904.0
1600103127.0
1600109501.0
1600094862.0
1600094135.0
1600094861.0
1600094859.0
1600102969.0
1600094858.0
1600095367.0
1600102968.0
1600094912.0
1600107632.0
1600075208.0
1600092171.0
1600085153.0
1600086228.0
1600086226.0
1600075209.0
1600086219.0
1600089303.0
1600105444.0
1600105511.0
1600089326.0
1600091516.0
1600092173.0
1600103125.0
1600103355.0
1600075236.0
1600103122.0
1600104564.0
1600050822.0
1600094137.0
1600103147.0
1600103141.0
1600092496.0
1600092499.0
1600075235.0
1600092386.0
1600102855.0
1600092153.0
1600102848.0
1600103344.0
1600075245.0
1600092167.0
1600092169.0
1600075244.0
1600093545.0
1600109548.0
1600108300.0
1600107445.0
1600105907.0
1600096899.0
1600104393.0
1600104392.0
1600094188.0
1600102566.0
1600099801.0
1600099802.0
1600092795.0
1600099775.0
1600092851.0
1600092791.0
1600092793.0
1600102365.0
1600103517.0
1600092180.0
1600092182.0
1600092388.0
1600092392.0
1600090103.0
1600089111.0
1600087239.0
1600108813.0
1600108814.0
1600108846.0
1600108845.0
1600108843.0
1600108841.0
1600108840.0
1600108839.0
1600108834.0
1600108833.0
1600108832.0
1600108831.0
1600108830.0
1600108829.0
1600108828.0
1600108827.0
1600108826.0
1600108823.0
1600108822.0
1600108821.0
1600108820.0
1600108819.0
1600108817.0
1600108815.0
1600099777.0
1600092357.0
1600102582.0
1600088619.0
1600102584.0
1600102588.0
1600098868.0
1600098872.0
1600098952.0
1600099779.0
1600098961.0
1600101830.0
1600102623.0
1600101577.0
1600109492.0
